complaint_id,event_id,student_key,complaint_text,category,template_group,evaluation_fold,campus,zone,facility,facility_type,floor,room,latitude,longitude,day_name,hour,observed_at,impact_rating,severity,occupancy_pct,humidity_pct,recurring,status,resolution_hours,has_image,is_seeded_anomaly,source_system,complaint_clean,full_date,time_band,occupancy_band,humidity_band,impact_normalized,occupancy_standardized,humidity_standardized,service_sessions,report_conversions,mean_dwell_seconds
CL-10835,EV-202510-0167,ANON-0647,"the class representative confirmed that backup power did not activate during an interruption in CR102; the electrical supply needs inspection, while the area is moderately occupied at 17:47 case 835",Electrical,Electrical:9,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Sunday,17,2025-10-12T12:17:00+00:00,4,Low,71,66,0,In Progress,7.19,1,0,mobile,the class representative confirmed that backup power did not activate during an interruption in cr102 the electrical supply needs inspection while the area is moderately occupied at 17:47 case 835,2025-10-12,4-7,High,Medium,0.75,0.40265,0.70189,2.0,0.0,134.0
CL-10836,EV-202510-0167,ANON-0016,"staff were informed that a tap continues running after it is closed in CS2; and it interrupts scheduled teaching, and several students are affected at 13:43 case 836",Water,Water:5,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS2,28.6299,77.37315,Monday,13,2025-10-13T08:13:00+00:00,2,High,67,27,0,In Progress,5.37,0,0,mobile,staff were informed that a tap continues running after it is closed in cs2 and it interrupts scheduled teaching and several students are affected at 13:43 case 836,2025-10-13,12-2,Medium,Low,0.25,0.19759,-2.03855,6.0,0.0,53.166666666666664
CL-10837,EV-202510-0167,ANON-0218,"during the latest session the workstation cannot boot for the practical in CR202; while the area is moderately occupied, and it interrupts scheduled teaching at 8:50 case 837",Lab Equipment,Lab Equipment:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR202,28.6297,77.3729,Monday,8,2025-10-13T03:20:00+00:00,2,High,82,53,1,Open,6.87,0,0,mobile,during the latest session the workstation cannot boot for the practical in cr202 while the area is moderately occupied and it interrupts scheduled teaching at 8:50 case 837,2025-10-13,8-10,High,Medium,0.25,0.96658,-0.21159,1.0,0.0,68.0
CL-10838,EV-202510-0167,ANON-0249,"please investigate because the projector loses its input after a few minutes in Billing Counter; the physical infrastructure needs attention, while another campus service remains normal at 13:06 case 838",Infrastructure,Infrastructure:0,0,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Billing Counter,28.63031,77.37298,Monday,13,2025-10-13T07:36:00+00:00,2,High,57,45,0,Open,8.21,1,0,mobile,please investigate because the projector loses its input after a few minutes in billing counter the physical infrastructure needs attention while another campus service remains normal at 13:06 case 838,2025-10-13,12-2,Medium,Low,0.25,-0.31507,-0.77374,0.0,0.0,0.0
CL-10839,EV-202510-0167,ANON-0329,"for the second time this week the wired connection cannot reach institute services in TS18; the network service is affected, while another campus service remains normal at 13:36 case 839",Network,Network:7,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Monday,13,2025-10-13T08:06:00+00:00,4,Low,59,44,0,Verified,6.31,0,0,web,for the second time this week the wired connection cannot reach institute services in ts18 the network service is affected while another campus service remains normal at 13:36 case 839,2025-10-13,12-2,Medium,Low,0.75,-0.21254,-0.844,1.0,0.0,34.0
CL-10840,EV-202510-0168,ANON-0751,"for the second time this week the wired connection cannot reach institute services in Cooler A; the network service is affected, while another campus service remains normal at 12:18 case 840",Network,Network:7,2,JIIT Sector 62,General & Utilities,Water Points,utility,Ground Floor,Cooler A,28.63005,77.37238,Monday,12,2025-10-13T06:48:00+00:00,3,Medium,73,84,0,Escalated,7.09,0,0,mobile,for the second time this week the wired connection cannot reach institute services in cooler a the network service is affected while another campus service remains normal at 12:18 case 840,2025-10-13,10-12,High,High,0.5,0.50518,1.9667,1.0,0.0,41.0
CL-10841,EV-202510-0168,ANON-0092,"today we noticed that ceiling plaster appears loose near the entrance in CL3-B; and the issue lasts more than ten minutes, near the main entrance to the space at 9:40 case 841",Infrastructure,Infrastructure:6,1,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-B,28.62964,77.37261,Monday,9,2025-10-13T04:10:00+00:00,4,Low,38,51,1,Resolved,6.07,0,0,web,today we noticed that ceiling plaster appears loose near the entrance in cl3-b and the issue lasts more than ten minutes near the main entrance to the space at 9:40 case 841,2025-10-13,8-10,Low,Medium,0.75,-1.28912,-0.35213,0.0,0.0,0.0
CL-10842,EV-202510-0168,ANON-0575,"for the second time this week order processing has stopped at one counter in Digital Area; after normal troubleshooting was attempted, and the condition has become more frequent at 10:31 case 842",Canteen,Canteen:7,2,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Digital Area,28.63002,77.37302,Monday,10,2025-10-13T05:01:00+00:00,3,Medium,73,60,1,Open,6.33,0,0,mobile,for the second time this week order processing has stopped at one counter in digital area after normal troubleshooting was attempted and the condition has become more frequent at 10:31 case 842,2025-10-13,8-10,High,Medium,0.5,0.50518,0.28028,1.0,0.0,22.0
CL-10843,EV-202510-0168,ANON-0221,"please investigate because the service queue is moving very slowly in TS17; the food service operation is affected, and several students are affected at 17:23 case 843",Canteen,Canteen:0,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Monday,17,2025-10-13T11:53:00+00:00,3,Medium,44,55,1,Resolved,5.92,0,0,web,please investigate because the service queue is moving very slowly in ts17 the food service operation is affected and several students are affected at 17:23 case 843,2025-10-13,4-7,Medium,Medium,0.5,-0.98152,-0.07106,1.0,0.0,34.0
CL-10844,EV-202510-0168,ANON-0623,"an urgent maintenance check is needed because the filtration unit shows a service warning in G2; the water service needs attention, while another campus service remains normal at 8:43 case 844",Water,Water:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Monday,8,2025-10-13T03:13:00+00:00,4,Low,37,64,1,Resolved,7.09,0,0,web,an urgent maintenance check is needed because the filtration unit shows a service warning in g2 the water service needs attention while another campus service remains normal at 8:43 case 844,2025-10-13,8-10,Low,Medium,0.75,-1.34038,0.56135,6.0,0.0,53.166666666666664
CL-10845,EV-202510-0169,ANON-0652,"students report that only one billing counter is open during the rush in CS2; the food service operation is affected, although nearby rooms remain usable at 18:19 case 845",Canteen,Canteen:1,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS2,28.6299,77.37315,Monday,18,2025-10-13T12:49:00+00:00,2,High,62,41,1,Verified,7.88,0,0,mobile,students report that only one billing counter is open during the rush in cs2 the food service operation is affected although nearby rooms remain usable at 18:19 case 845,2025-10-13,4-7,Medium,Low,0.25,-0.05874,-1.05481,6.0,0.0,53.166666666666664
CL-10846,EV-202510-0169,ANON-0042,"a repeated observation is that the wash area needs urgent sanitation in Backstage; this is a hygiene and cleanliness concern, without any warning notice at 12:42 case 846",Cleanliness,Cleanliness:3,3,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Backstage,28.63016,77.3733,Monday,12,2025-10-13T07:12:00+00:00,5,Low,65,64,0,Open,4.77,1,0,web,a repeated observation is that the wash area needs urgent sanitation in backstage this is a hygiene and cleanliness concern without any warning notice at 12:42 case 846,2025-10-13,10-12,Medium,Medium,1.0,0.09506,0.56135,0.0,0.0,0.0
CL-10847,EV-202510-0169,ANON-0408,"for the second time this week order processing has stopped at one counter in Main Hall; the food service operation is affected, and staff assistance has been requested at 15:20 case 847",Canteen,Canteen:7,2,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Monday,15,2025-10-13T09:50:00+00:00,1,Critical,78,69,0,In Progress,7.03,1,0,web,for the second time this week order processing has stopped at one counter in main hall the food service operation is affected and staff assistance has been requested at 15:20 case 847,2025-10-13,2-4,High,Medium,0.0,0.76151,0.91269,0.0,0.0,0.0
CL-10848,EV-202510-0169,ANON-0663,"the class representative confirmed that the login portal loops without granting access in G5; the network service is affected, although nearby rooms remain usable at 8:25 case 848",Network,Network:9,4,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Tuesday,8,2025-10-14T02:55:00+00:00,3,Medium,49,34,0,Open,5.35,0,0,web,the class representative confirmed that the login portal loops without granting access in g5 the network service is affected although nearby rooms remain usable at 8:25 case 848,2025-10-14,8-10,Medium,Low,0.5,-0.72519,-1.54668,0.0,0.0,0.0
CL-10849,EV-202510-0169,ANON-0678,"for the second time this week water is collecting beneath the dispenser in CR101; the water service needs attention, without any warning notice at 17:18 case 849",Water,Water:7,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Tuesday,17,2025-10-14T11:48:00+00:00,2,High,100,41,0,Resolved,7.38,0,0,mobile,for the second time this week water is collecting beneath the dispenser in cr101 the water service needs attention without any warning notice at 17:18 case 849,2025-10-14,4-7,High,Low,0.25,1.88936,-1.05481,2.0,0.0,16.0
CL-10850,EV-202510-0170,ANON-0532,"the class representative confirmed that the login portal loops without granting access in Student Parking; the network service is affected, and the condition has become more frequent at 13:31 case 850",Network,Network:9,4,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Tuesday,13,2025-10-14T08:01:00+00:00,2,High,56,46,0,In Progress,6.82,0,0,web,the class representative confirmed that the login portal loops without granting access in student parking the network service is affected and the condition has become more frequent at 13:31 case 850,2025-10-14,12-2,Medium,Low,0.25,-0.36633,-0.70347,1.0,0.0,13.0
CL-10851,EV-202510-0170,ANON-0593,"during the latest session students cannot authenticate to the wireless network in TS18; although nearby rooms remain usable, without any warning notice at 16:14 case 851",Network,Network:2,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Tuesday,16,2025-10-14T10:44:00+00:00,1,Critical,87,57,0,Resolved,4.75,0,0,mobile,during the latest session students cannot authenticate to the wireless network in ts18 although nearby rooms remain usable without any warning notice at 16:14 case 851,2025-10-14,2-4,High,Medium,0.0,1.2229,0.06948,0.0,0.0,0.0
CL-10852,EV-202510-0170,ANON-0663,"please investigate because several systems freeze during compilation in H4 Corridor 1; laboratory equipment availability is affected, and the condition has become more frequent at 8:47 case 852",Lab Equipment,Lab Equipment:0,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Tuesday,8,2025-10-14T03:17:00+00:00,4,Low,82,50,0,Verified,4.45,1,0,mobile,please investigate because several systems freeze during compilation in h4 corridor 1 laboratory equipment availability is affected and the condition has become more frequent at 8:47 case 852,2025-10-14,8-10,High,Low,0.75,0.96658,-0.4224,1.0,0.0,22.0
CL-10853,EV-202510-0170,ANON-0800,"a repeated observation is that a power socket is loose and unsafe in CL3-B; and it interrupts scheduled teaching, without any warning notice at 15:12 case 853",Electrical,Electrical:3,3,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-B,28.62964,77.37261,Tuesday,15,2025-10-14T09:42:00+00:00,2,High,45,46,0,Resolved,8.72,1,0,kiosk,a repeated observation is that a power socket is loose and unsafe in cl3-b and it interrupts scheduled teaching without any warning notice at 15:12 case 853,2025-10-14,2-4,Medium,Low,0.25,-0.93026,-0.70347,1.0,0.0,17.0
CL-10854,EV-202510-0170,ANON-0231,"during the latest session students cannot authenticate to the wireless network in H5 Common Room; while another campus service remains normal, near the main entrance to the space at 13:52 case 854",Network,Network:2,2,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Ground Floor,H5 Common Room,28.63075,77.37278,Tuesday,13,2025-10-14T08:22:00+00:00,2,High,71,27,1,In Progress,7.31,0,0,web,during the latest session students cannot authenticate to the wireless network in h5 common room while another campus service remains normal near the main entrance to the space at 13:52 case 854,2025-10-14,12-2,High,Low,0.25,0.40265,-2.03855,0.0,0.0,0.0
CL-10855,EV-202510-0171,ANON-0260,"staff were informed that billing and collection lines are merging into one queue in CR202; during a regular teaching period, and the condition has become more frequent at 12:29 case 855",Canteen,Canteen:5,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR202,28.6297,77.3729,Tuesday,12,2025-10-14T06:59:00+00:00,5,Low,75,57,0,Verified,2.89,0,0,mobile,staff were informed that billing and collection lines are merging into one queue in cr202 during a regular teaching period and the condition has become more frequent at 12:29 case 855,2025-10-14,10-12,High,Medium,1.0,0.60772,0.06948,2.0,0.0,16.0
CL-10856,EV-202510-0171,ANON-0427,"today we noticed that charging points are unavailable in CL3-A; the electrical supply needs inspection, during a regular teaching period at 15:38 case 856",Cleanliness,Electrical:6,1,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-A,28.62964,77.37261,Tuesday,15,2025-10-14T10:08:00+00:00,1,Critical,38,47,0,Verified,5.62,0,0,web,today we noticed that charging points are unavailable in cl3-a the electrical supply needs inspection during a regular teaching period at 15:38 case 856,2025-10-14,2-4,Low,Low,0.0,-1.28912,-0.6332,1.0,0.0,17.0
CL-10857,EV-202510-0171,ANON-0391,"staff were informed that an unattended item is obstructing the walkway in Counter A; campus operations are being disrupted, and the issue lasts more than ten minutes at 8:14 case 857",Other,Other:5,0,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Counter A,28.63042,77.37312,Tuesday,8,2025-10-14T02:44:00+00:00,3,Medium,78,36,1,Open,6.1,0,0,mobile,staff were informed that an unattended item is obstructing the walkway in counter a campus operations are being disrupted and the issue lasts more than ten minutes at 8:14 case 857,2025-10-14,8-10,High,Low,0.5,0.76151,-1.40615,0.0,0.0,0.0
CL-10858,EV-202510-0171,ANON-0486,"during the latest session the workstation cannot boot for the practical in TS18; and the condition has become more frequent, near the main entrance to the space at 11:22 case 858",Lab Equipment,Lab Equipment:2,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Tuesday,11,2025-10-14T05:52:00+00:00,4,Low,82,67,0,In Progress,5.03,0,0,mobile,during the latest session the workstation cannot boot for the practical in ts18 and the condition has become more frequent near the main entrance to the space at 11:22 case 858,2025-10-14,10-12,High,Medium,0.75,0.96658,0.77215,0.0,0.0,0.0
CL-10859,EV-202510-0171,ANON-0771,"a repeated observation is that the display cable and wall port need repair in CR101; and staff assistance has been requested, and it interrupts scheduled teaching at 10:59 case 859",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Tuesday,10,2025-10-14T05:29:00+00:00,1,Critical,47,39,0,In Progress,9.24,1,0,mobile,a repeated observation is that the display cable and wall port need repair in cr101 and staff assistance has been requested and it interrupts scheduled teaching at 10:59 case 859,2025-10-14,8-10,Medium,Low,0.0,-0.82772,-1.19534,2.0,0.0,16.0
CL-10860,EV-202510-0172,ANON-0308,"the class representative confirmed that the supply is unavailable on this floor in Security Post; the water service needs attention, and several students are affected at 18:07 case 860",Water,Water:9,4,JIIT Sector 62,General & Utilities,Main Gate,outdoor,Outdoor,Security Post,28.62938,77.37238,Wednesday,18,2025-10-15T12:37:00+00:00,3,Medium,67,28,1,Resolved,6.31,1,0,web,the class representative confirmed that the supply is unavailable on this floor in security post the water service needs attention and several students are affected at 18:07 case 860,2025-10-15,4-7,Medium,Low,0.5,0.19759,-1.96829,1.0,0.0,96.0
CL-10861,EV-202510-0172,ANON-0715,"a repeated observation is that the display cable and wall port need repair in CR102; while another campus service remains normal, and the issue lasts more than ten minutes at 11:44 case 861",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Wednesday,11,2025-10-15T06:14:00+00:00,4,Low,90,72,1,In Progress,6.28,1,0,web,a repeated observation is that the display cable and wall port need repair in cr102 while another campus service remains normal and the issue lasts more than ten minutes at 11:44 case 861,2025-10-15,10-12,High,High,0.75,1.3767,1.12349,3.0,2.0,62.0
CL-10862,EV-202510-0172,ANON-0062,"for the second time this week the cleaning schedule appears to have been missed in Main Hall; without any warning notice, while the area is moderately occupied at 14:50 case 862",Cleanliness,Cleanliness:7,2,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Wednesday,14,2025-10-15T09:20:00+00:00,2,High,53,45,1,In Progress,8.86,0,0,web,for the second time this week the cleaning schedule appears to have been missed in main hall without any warning notice while the area is moderately occupied at 14:50 case 862,2025-10-15,12-2,Medium,Low,0.25,-0.52013,-0.77374,1.0,0.0,13.0
CL-10863,EV-202510-0172,ANON-0224,"an urgent maintenance check is needed because the filtration unit shows a service warning in Cooler A; the water service needs attention, without any warning notice at 17:34 case 863",Water,Water:8,3,JIIT Sector 62,General & Utilities,Water Points,utility,Ground Floor,Cooler A,28.63005,77.37238,Wednesday,17,2025-10-15T12:04:00+00:00,2,High,65,74,0,In Progress,5.04,1,0,kiosk,an urgent maintenance check is needed because the filtration unit shows a service warning in cooler a the water service needs attention without any warning notice at 17:34 case 863,2025-10-15,4-7,Medium,High,0.25,0.09506,1.26403,0.0,0.0,0.0
CL-10864,EV-202510-0172,ANON-0385,"students report that the wifi signal is unstable for several devices in Student Parking; the network service is affected, while the area is moderately occupied at 10:32 case 864",Network,Network:1,1,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Wednesday,10,2025-10-15T05:02:00+00:00,2,High,61,53,0,Open,5.78,0,0,web,students report that the wifi signal is unstable for several devices in student parking the network service is affected while the area is moderately occupied at 10:32 case 864,2025-10-15,8-10,Medium,Medium,0.25,-0.11,-0.21159,0.0,0.0,0.0
CL-10865,EV-202510-0173,ANON-0539,"an urgent maintenance check is needed because video lectures buffer on the campus connection in H4 Corridor 2; the network service is affected, and staff assistance has been requested at 12:58 case 865",Network,Network:8,3,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 2,H4 Corridor 2,28.63062,77.37262,Wednesday,12,2025-10-15T07:28:00+00:00,2,High,66,53,1,Resolved,4.67,0,0,web,an urgent maintenance check is needed because video lectures buffer on the campus connection in h4 corridor 2 the network service is affected and staff assistance has been requested at 12:58 case 865,2025-10-15,10-12,Medium,Medium,0.25,0.14632,-0.21159,1.0,1.0,9.0
CL-10866,EV-202510-0173,ANON-0756,"the class representative confirmed that the supply is unavailable on this floor in CR425; and it interrupts scheduled teaching, while another campus service remains normal at 17:11 case 866",Water,Water:9,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 4,CR425,28.6297,77.3729,Wednesday,17,2025-10-15T11:41:00+00:00,5,Low,39,31,0,Resolved,4.36,0,0,mobile,the class representative confirmed that the supply is unavailable on this floor in cr425 and it interrupts scheduled teaching while another campus service remains normal at 17:11 case 866,2025-10-15,4-7,Low,Low,1.0,-1.23785,-1.75748,3.0,2.0,62.0
CL-10867,EV-202510-0173,ANON-0504,"please investigate because the area has not been cleaned since the morning in H5 Corridor 1; without any warning notice, and the condition has become more frequent at 12:25 case 867",Cleanliness,Cleanliness:0,0,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Wednesday,12,2025-10-15T06:55:00+00:00,2,High,87,68,0,Resolved,9.35,1,0,mobile,please investigate because the area has not been cleaned since the morning in h5 corridor 1 without any warning notice and the condition has become more frequent at 12:25 case 867,2025-10-15,10-12,High,Medium,0.25,1.2229,0.84242,1.0,0.0,18.0
CL-10868,EV-202510-0173,ANON-0643,"today we noticed that the notice board contains outdated information in CR101; and the issue lasts more than ten minutes, and it interrupts scheduled teaching at 10:11 case 868",Other,Other:6,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Wednesday,10,2025-10-15T04:41:00+00:00,3,Medium,56,44,0,Resolved,5.66,1,0,kiosk,today we noticed that the notice board contains outdated information in cr101 and the issue lasts more than ten minutes and it interrupts scheduled teaching at 10:11 case 868,2025-10-15,8-10,Medium,Low,0.5,-0.36633,-0.844,3.0,2.0,62.0
CL-10869,EV-202510-0173,ANON-0340,"please investigate because the projector loses its input after a few minutes in Counter A; and it interrupts scheduled teaching, near the main entrance to the space at 8:01 case 869",Infrastructure,Infrastructure:0,0,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Counter A,28.63042,77.37312,Wednesday,8,2025-10-15T02:31:00+00:00,5,Low,33,48,0,Escalated,5.61,0,0,mobile,please investigate because the projector loses its input after a few minutes in counter a and it interrupts scheduled teaching near the main entrance to the space at 8:01 case 869,2025-10-15,8-10,Low,Low,1.0,-1.54544,-0.56293,1.0,0.0,56.0
CL-10870,EV-202510-0174,ANON-0404,"an urgent maintenance check is needed because signage for the room is missing in G2; while the area is moderately occupied, and staff assistance has been requested at 10:36 case 870",Infrastructure,Infrastructure:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Wednesday,10,2025-10-15T05:06:00+00:00,5,Low,59,58,0,Resolved,5.37,0,0,mobile,an urgent maintenance check is needed because signage for the room is missing in g2 while the area is moderately occupied and staff assistance has been requested at 10:36 case 870,2025-10-15,8-10,Medium,Medium,1.0,-0.21254,0.13974,0.0,0.0,0.0
CL-10871,EV-202510-0174,ANON-0148,"for the second time this week the wired connection cannot reach institute services in H4 Common Room; after normal troubleshooting was attempted, without any warning notice at 11:07 case 871",Network,Network:7,2,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Ground Floor,H4 Common Room,28.63062,77.37262,Wednesday,11,2025-10-15T05:37:00+00:00,3,Medium,54,72,1,Resolved,7.02,0,0,mobile,for the second time this week the wired connection cannot reach institute services in h4 common room after normal troubleshooting was attempted without any warning notice at 11:07 case 871,2025-10-15,10-12,Medium,High,0.5,-0.46886,1.12349,1.0,1.0,9.0
CL-10872,EV-202510-0174,ANON-0540,"the class representative confirmed that the login portal loops without granting access in H5 Corridor 1; while the area is moderately occupied, near the main entrance to the space at 15:59 case 872",Network,Network:9,4,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Thursday,15,2025-10-16T10:29:00+00:00,2,High,65,48,1,Verified,4.89,0,0,mobile,the class representative confirmed that the login portal loops without granting access in h5 corridor 1 while the area is moderately occupied near the main entrance to the space at 15:59 case 872,2025-10-16,2-4,Medium,Low,0.25,0.09506,-0.56293,4.0,0.0,27.75
CL-10873,EV-202510-0174,ANON-0455,"a repeated observation is that laboratory equipment reports a calibration error in Washroom G; without any warning notice, near the main entrance to the space at 15:24 case 873",Lab Equipment,Lab Equipment:3,3,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Thursday,15,2025-10-16T09:54:00+00:00,5,Low,56,54,0,Open,2.35,0,0,mobile,a repeated observation is that laboratory equipment reports a calibration error in washroom g without any warning notice near the main entrance to the space at 15:24 case 873,2025-10-16,2-4,Medium,Medium,1.0,-0.36633,-0.14133,0.0,0.0,0.0
CL-10874,EV-202510-0174,ANON-0800,"the class representative confirmed that backup power did not activate during an interruption in Reading Hall; the electrical supply needs inspection, although nearby rooms remain usable at 12:04 case 874",Electrical,Electrical:9,4,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Thursday,12,2025-10-16T06:34:00+00:00,4,Low,100,68,0,Resolved,6.25,0,0,web,the class representative confirmed that backup power did not activate during an interruption in reading hall the electrical supply needs inspection although nearby rooms remain usable at 12:04 case 874,2025-10-16,10-12,High,Medium,0.75,1.88936,0.84242,2.0,1.0,27.0
CL-10875,EV-202510-0175,ANON-0544,"a repeated observation is that the nearest water point is not operational in G1; the water service needs attention, after normal troubleshooting was attempted at 14:49 case 875",Water,Water:3,3,JIIT Sector 62,Academic & Teaching,A2/1,academic,Ground Floor,G1,28.6301,77.37255,Thursday,14,2025-10-16T09:19:00+00:00,3,Medium,95,53,1,Resolved,3.99,0,0,mobile,a repeated observation is that the nearest water point is not operational in g1 the water service needs attention after normal troubleshooting was attempted at 14:49 case 875,2025-10-16,12-2,High,Medium,0.5,1.63303,-0.21159,3.0,1.0,40.0
CL-10876,EV-202510-0175,ANON-0042,"the current problem is that the cooler produces warm water only in TS17; and staff assistance has been requested, while the area is moderately occupied at 15:31 case 876",Water,Water:4,4,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Thursday,15,2025-10-16T10:01:00+00:00,3,Medium,26,69,0,Open,5.76,1,0,web,the current problem is that the cooler produces warm water only in ts17 and staff assistance has been requested while the area is moderately occupied at 15:31 case 876,2025-10-16,2-4,Low,Medium,0.5,-1.9043,0.91269,1.0,0.0,17.0
CL-10877,EV-202510-0175,ANON-0538,"for the second time this week the cleaning schedule appears to have been missed in TS18; and several students are affected, and the condition has become more frequent at 8:50 case 877",Cleanliness,Cleanliness:7,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Thursday,8,2025-10-16T03:20:00+00:00,2,High,68,64,0,In Progress,4.64,0,0,web,for the second time this week the cleaning schedule appears to have been missed in ts18 and several students are affected and the condition has become more frequent at 8:50 case 877,2025-10-16,8-10,Medium,Medium,0.25,0.24886,0.56135,1.0,0.0,17.0
CL-10878,EV-202510-0175,ANON-0074,"the current problem is that a chair is blocking the aisle because its leg is broken in G6; without any warning notice, and it interrupts scheduled teaching at 16:53 case 878",Infrastructure,Infrastructure:4,4,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G6,28.63024,77.37275,Thursday,16,2025-10-16T11:23:00+00:00,3,Medium,3,84,0,Resolved,14.44,0,1,mobile,the current problem is that a chair is blocking the aisle because its leg is broken in g6 without any warning notice and it interrupts scheduled teaching at 16:53 case 878,2025-10-16,2-4,Low,High,0.5,-3.08342,1.9667,1.0,0.0,17.0
CL-10879,EV-202510-0175,ANON-0121,"please investigate because the projector loses its input after a few minutes in TS18; although nearby rooms remain usable, without any warning notice at 16:05 case 879",Infrastructure,Infrastructure:0,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Thursday,16,2025-10-16T10:35:00+00:00,2,High,63,46,0,Resolved,6.08,0,0,web,please investigate because the projector loses its input after a few minutes in ts18 although nearby rooms remain usable without any warning notice at 16:05 case 879,2025-10-16,2-4,Medium,Low,0.25,-0.00747,-0.70347,1.0,0.0,17.0
CL-10880,EV-202510-0176,ANON-0767,"for the second time this week the cleaning schedule appears to have been missed in Washroom 1; and the issue lasts more than ten minutes, and staff assistance has been requested at 10:05 case 880",Cleanliness,Cleanliness:7,2,JIIT Sector 62,General & Utilities,Washrooms,utility,Floor 1,Washroom 1,28.62982,77.37326,Thursday,10,2025-10-16T04:35:00+00:00,3,Medium,60,40,0,In Progress,8.8,0,0,mobile,for the second time this week the cleaning schedule appears to have been missed in washroom 1 and the issue lasts more than ten minutes and staff assistance has been requested at 10:05 case 880,2025-10-16,8-10,Medium,Low,0.5,-0.16127,-1.12507,0.0,0.0,0.0
CL-10881,EV-202510-0176,ANON-0098,"staff were informed that online resources time out during the session in H5 Corridor 1; the network service is affected, although nearby rooms remain usable at 9:30 case 881",Network,Network:5,0,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Thursday,9,2025-10-16T04:00:00+00:00,2,High,60,45,1,Open,8.76,0,0,mobile,staff were informed that online resources time out during the session in h5 corridor 1 the network service is affected although nearby rooms remain usable at 9:30 case 881,2025-10-16,8-10,Medium,Low,0.25,-0.16127,-0.77374,4.0,0.0,27.75
