complaint_id,event_id,student_key,complaint_text,category,template_group,evaluation_fold,campus,zone,facility,facility_type,floor,room,latitude,longitude,day_name,hour,observed_at,impact_rating,severity,occupancy_pct,humidity_pct,recurring,status,resolution_hours,has_image,is_seeded_anomaly,source_system,complaint_clean,full_date,time_band,occupancy_band,humidity_band,impact_normalized,occupancy_standardized,humidity_standardized,service_sessions,report_conversions,mean_dwell_seconds
CL-10945,EV-202510-0189,ANON-0203,"the class representative confirmed that the login portal loops without granting access in Backstage; after normal troubleshooting was attempted, and staff assistance has been requested at 15:17 case 945",Network,Network:9,4,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Backstage,28.63016,77.3733,Wednesday,15,2025-10-22T09:47:00+00:00,2,High,75,60,0,In Progress,4.42,0,0,web,the class representative confirmed that the login portal loops without granting access in backstage after normal troubleshooting was attempted and staff assistance has been requested at 15:17 case 945,2025-10-22,2-4,High,Medium,0.25,0.60772,0.28028,0.0,0.0,0.0
CL-10350,EV-202509-0070,ANON-0743,"staff were informed that billing and collection lines are merging into one queue in H5 Corridor 2; the food service operation is affected, and the condition has become more frequent at 18:31 case 350",Canteen,Canteen:5,0,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 2,H5 Corridor 2,28.63075,77.37278,Tuesday,18,2025-09-02T13:01:00+00:00,1,Critical,45,33,0,Resolved,6.07,0,0,mobile,staff were informed that billing and collection lines are merging into one queue in h5 corridor 2 the food service operation is affected and the condition has become more frequent at 18:31 case 350,2025-09-02,4-7,Medium,Low,0.0,-0.93026,-1.61695,0.0,0.0,0.0
CL-11481,EV-202512-0296,ANON-0114,"the class representative confirmed that the student activity area is unavailable in G3; after normal troubleshooting was attempted, and the condition has become more frequent at 16:45 case 1481",Other,Other:9,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G3,28.6299,77.37315,Friday,16,2025-12-05T11:15:00+00:00,1,Critical,65,54,0,Open,6.23,1,0,mobile,the class representative confirmed that the student activity area is unavailable in g3 after normal troubleshooting was attempted and the condition has become more frequent at 16:45 case 1481,2025-12-05,2-4,Medium,Medium,0.0,0.09506,-0.14133,3.0,0.0,68.0
CL-10586,EV-202509-0117,ANON-0362,"students report that the wifi signal is unstable for several devices in G5; although nearby rooms remain usable, after normal troubleshooting was attempted at 15:43 case 586",Water,Network:1,1,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Monday,15,2025-09-22T10:13:00+00:00,3,Medium,77,40,0,Escalated,6.26,0,0,web,students report that the wifi signal is unstable for several devices in g5 although nearby rooms remain usable after normal troubleshooting was attempted at 15:43 case 586,2025-09-22,2-4,High,Low,0.5,0.71025,-1.12507,2.0,0.0,60.5
CL-11261,EV-202511-0252,ANON-0696,"an urgent maintenance check is needed because the filtration unit shows a service warning in Gym; the water service needs attention, and the issue lasts more than ten minutes at 8:57 case 1261",Water,Water:8,3,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Ground Floor,Gym,28.63102,77.37322,Monday,8,2025-11-17T03:27:00+00:00,2,High,40,51,0,In Progress,5.27,0,0,mobile,an urgent maintenance check is needed because the filtration unit shows a service warning in gym the water service needs attention and the issue lasts more than ten minutes at 8:57 case 1261,2025-11-17,8-10,Low,Medium,0.25,-1.18658,-0.35213,1.0,1.0,11.0
CL-10064,EV-202508-0012,ANON-0740,"students report that water is leaking into the walking area in CR102; and it interrupts scheduled teaching, and the issue lasts more than ten minutes at 8:38 case 64",Water,Water:1,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Saturday,8,2025-08-09T03:08:00+00:00,2,High,71,68,0,In Progress,5.83,0,0,mobile,students report that water is leaking into the walking area in cr102 and it interrupts scheduled teaching and the issue lasts more than ten minutes at 8:38 case 64,2025-08-09,8-10,High,Medium,0.25,0.40265,0.84242,1.0,0.0,41.0
CL-11545,EV-202512-0309,ANON-0030,"for the second time this week the ventilation fan does not start in GH Corridor 1; the electrical supply needs inspection, and the condition has become more frequent at 15:28 case 1545",Cleanliness,Electrical:7,2,JIIT Sector 62,Hostels,Girls Hostel,hostel,Floor 1,GH Corridor 1,28.63087,77.37294,Thursday,15,2025-12-11T09:58:00+00:00,2,High,52,58,0,Resolved,5.02,1,0,mobile,for the second time this week the ventilation fan does not start in gh corridor 1 the electrical supply needs inspection and the condition has become more frequent at 15:28 case 1545,2025-12-11,2-4,Medium,Medium,0.25,-0.5714,0.13974,0.0,0.0,0.0
CL-12653,EV-202603-0530,ANON-0507,"staff were informed that dust and litter remain around the workstations in Visitor Parking; and it interrupts scheduled teaching, and staff assistance has been requested at 18:38 case 2653",Cleanliness,Cleanliness:5,0,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Friday,18,2026-03-13T13:08:00+00:00,3,Medium,27,43,0,In Progress,4.32,1,0,mobile,staff were informed that dust and litter remain around the workstations in visitor parking and it interrupts scheduled teaching and staff assistance has been requested at 18:38 case 2653,2026-03-13,4-7,Low,Low,0.5,-1.85304,-0.91427,0.0,0.0,0.0
CL-12710,EV-202603-0542,ANON-0431,"a repeated observation is that a power socket is loose and unsafe in CL22-A; and several students are affected, while another campus service remains normal at 17:52 case 2710",Electrical,Electrical:3,3,JIIT Sector 62,Labs & Research,CL22,lab,Floor 2,CL22-A,28.62986,77.37266,Wednesday,17,2026-03-18T12:22:00+00:00,1,Critical,46,30,1,In Progress,5.15,0,0,web,a repeated observation is that a power socket is loose and unsafe in cl22-a and several students are affected while another campus service remains normal at 17:52 case 2710,2026-03-18,4-7,Medium,Low,0.0,-0.87899,-1.82775,1.0,0.0,33.0
CL-11204,EV-202511-0240,ANON-0399,"for the second time this week the device driver is missing from the workstation in CS1; laboratory equipment availability is affected, and staff assistance has been requested at 15:36 case 1204",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS1,28.6299,77.37315,Wednesday,15,2025-11-12T10:06:00+00:00,4,Low,74,46,0,Open,6.75,1,0,web,for the second time this week the device driver is missing from the workstation in cs1 laboratory equipment availability is affected and staff assistance has been requested at 15:36 case 1204,2025-11-12,2-4,High,Low,0.75,0.55645,-0.70347,1.0,0.0,91.0
CL-10828,EV-202510-0165,ANON-0627,"students report that several desks have loose or damaged fittings in Group Study; after normal troubleshooting was attempted, without any warning notice at 15:31 case 828",Infrastructure,Infrastructure:1,1,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Group Study,28.63002,77.37302,Sunday,15,2025-10-12T10:01:00+00:00,3,Medium,45,70,0,Verified,6.53,0,0,web,students report that several desks have loose or damaged fittings in group study after normal troubleshooting was attempted without any warning notice at 15:31 case 828,2025-10-12,2-4,Medium,Medium,0.5,-0.93026,0.98296,0.0,0.0,0.0
CL-12524,EV-202603-0504,ANON-0261,"a repeated observation is that the wash area needs urgent sanitation in CL1-B; near the main entrance to the space, after normal troubleshooting was attempted at 13:09 case 2524",Cleanliness,Cleanliness:3,3,JIIT Sector 62,Labs & Research,CL1,lab,Ground Floor,CL1-B,28.62958,77.37248,Monday,13,2026-03-02T07:39:00+00:00,3,Medium,51,44,0,Resolved,4.98,1,0,mobile,a repeated observation is that the wash area needs urgent sanitation in cl1-b near the main entrance to the space after normal troubleshooting was attempted at 13:09 case 2524,2026-03-02,12-2,Medium,Low,0.5,-0.62266,-0.844,0.0,0.0,0.0
CL-11212,EV-202511-0242,ANON-0091,"during the latest session a spill has made the floor slippery in H4 Corridor 1; this is a hygiene and cleanliness concern, near the main entrance to the space at 9:25 case 1212",Cleanliness,Cleanliness:2,2,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Thursday,9,2025-11-13T03:55:00+00:00,2,High,66,47,0,Resolved,6.46,1,0,mobile,during the latest session a spill has made the floor slippery in h4 corridor 1 this is a hygiene and cleanliness concern near the main entrance to the space at 9:25 case 1212,2025-11-13,8-10,Medium,Low,0.25,0.14632,-0.6332,1.0,0.0,48.0
CL-11410,EV-202511-0282,ANON-0173,"a repeated observation is that the display cable and wall port need repair in Student Parking; after normal troubleshooting was attempted, and the condition has become more frequent at 16:01 case 1410",Infrastructure,Infrastructure:3,3,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Saturday,16,2025-11-29T10:31:00+00:00,2,High,33,58,1,Open,6.23,0,0,kiosk,a repeated observation is that the display cable and wall port need repair in student parking after normal troubleshooting was attempted and the condition has become more frequent at 16:01 case 1410,2025-11-29,2-4,Low,Medium,0.25,-1.54544,0.13974,0.0,0.0,0.0
CL-12586,EV-202603-0517,ANON-0635,"a repeated observation is that the wash area needs urgent sanitation in Washroom G; while the area is moderately occupied, while the area is moderately occupied at 16:57 case 2586",Cleanliness,Cleanliness:3,3,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Saturday,16,2026-03-07T11:27:00+00:00,2,High,54,29,0,In Progress,5.14,0,0,web,a repeated observation is that the wash area needs urgent sanitation in washroom g while the area is moderately occupied while the area is moderately occupied at 16:57 case 2586,2026-03-07,2-4,Medium,Low,0.25,-0.46886,-1.89802,0.0,0.0,0.0
CL-12378,EV-202602-0475,ANON-0478,"an urgent maintenance check is needed because the lunch rush is blocking the entrance in Dining Hall; the food service operation is affected, and several students are affected at 12:55 case 2378",Canteen,Canteen:8,3,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Dining Hall,28.63042,77.37312,Wednesday,12,2026-02-18T07:25:00+00:00,2,High,68,53,0,Resolved,8.01,0,0,kiosk,an urgent maintenance check is needed because the lunch rush is blocking the entrance in dining hall the food service operation is affected and several students are affected at 12:55 case 2378,2026-02-18,10-12,Medium,Medium,0.25,0.24886,-0.21159,2.0,0.0,35.0
CL-11262,EV-202511-0252,ANON-0653,"staff were informed that billing and collection lines are merging into one queue in CR101; without any warning notice, while the area is moderately occupied at 8:07 case 1262",Canteen,Canteen:5,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Monday,8,2025-11-17T02:37:00+00:00,3,Medium,72,64,1,Open,7.85,0,0,mobile,staff were informed that billing and collection lines are merging into one queue in cr101 without any warning notice while the area is moderately occupied at 8:07 case 1262,2025-11-17,8-10,High,Medium,0.5,0.45392,0.56135,2.0,0.0,35.0
CL-10421,EV-202509-0084,ANON-0211,"today we noticed that the corridor has a persistent hygiene problem in Food Court; this is a hygiene and cleanliness concern, and it interrupts scheduled teaching at 12:50 case 421",Infrastructure,Cleanliness:6,1,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Food Court,28.63031,77.37298,Monday,12,2025-09-08T07:20:00+00:00,5,Low,69,48,1,Resolved,5.66,0,0,kiosk,today we noticed that the corridor has a persistent hygiene problem in food court this is a hygiene and cleanliness concern and it interrupts scheduled teaching at 12:50 case 421,2025-09-08,10-12,Medium,Low,1.0,0.30012,-0.56293,2.0,0.0,21.0
CL-11767,EV-202512-0353,ANON-0423,"a repeated observation is that laboratory equipment reports a calibration error in Gate 1; although nearby rooms remain usable, and the issue lasts more than ten minutes at 18:06 case 1767",Lab Equipment,Lab Equipment:3,3,JIIT Sector 62,General & Utilities,Main Gate,outdoor,Outdoor,Gate 1,28.62938,77.37238,Monday,18,2025-12-29T12:36:00+00:00,2,High,61,50,0,Escalated,5.67,1,0,mobile,a repeated observation is that laboratory equipment reports a calibration error in gate 1 although nearby rooms remain usable and the issue lasts more than ten minutes at 18:06 case 1767,2025-12-29,4-7,Medium,Low,0.25,-0.11,-0.4224,0.0,0.0,0.0
CL-11065,EV-202511-0213,ANON-0553,"a repeated observation is that the display cable and wall port need repair in CR101; and the condition has become more frequent, and staff assistance has been requested at 11:08 case 1065",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Saturday,11,2025-11-01T05:38:00+00:00,5,Low,83,30,1,Resolved,6.43,1,0,mobile,a repeated observation is that the display cable and wall port need repair in cr101 and the condition has become more frequent and staff assistance has been requested at 11:08 case 1065,2025-11-01,10-12,High,Low,1.0,1.01784,-1.82775,1.0,0.0,29.0
CL-10271,EV-202508-0054,ANON-0625,"please investigate because the drinking-water dispenser is empty in Counter A; near the main entrance to the space, while the area is moderately occupied at 13:06 case 271",Water,Water:0,0,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Counter A,28.63042,77.37312,Tuesday,13,2025-08-26T07:36:00+00:00,5,Low,66,42,0,Escalated,4.54,0,0,mobile,please investigate because the drinking-water dispenser is empty in counter a near the main entrance to the space while the area is moderately occupied at 13:06 case 271,2025-08-26,12-2,Medium,Low,1.0,0.14632,-0.98454,2.0,1.0,55.5
CL-10984,EV-202510-0196,ANON-0239,"for the second time this week the device driver is missing from the workstation in Visitor Parking; laboratory equipment availability is affected, and staff assistance has been requested at 8:49 case 984",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Saturday,8,2025-10-25T03:19:00+00:00,3,Medium,36,48,1,In Progress,6.25,0,0,mobile,for the second time this week the device driver is missing from the workstation in visitor parking laboratory equipment availability is affected and staff assistance has been requested at 8:49 case 984,2025-10-25,8-10,Low,Low,0.5,-1.39165,-0.56293,1.0,1.0,75.0
CL-11482,EV-202512-0296,ANON-0712,"for the second time this week the device driver is missing from the workstation in Student Parking; and several students are affected, and several students are affected at 13:02 case 1482",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Friday,13,2025-12-05T07:32:00+00:00,5,Low,64,61,1,Resolved,4.01,0,0,web,for the second time this week the device driver is missing from the workstation in student parking and several students are affected and several students are affected at 13:02 case 1482,2025-12-05,12-2,Medium,Medium,1.0,0.04379,0.35055,1.0,1.0,25.0
CL-12746,EV-202603-0549,ANON-0011,"students report that water is leaking into the walking area in Security Post; while another campus service remains normal, near the main entrance to the space at 12:53 case 2746",Water,Water:1,1,JIIT Sector 62,General & Utilities,Main Gate,outdoor,Outdoor,Security Post,28.62938,77.37238,Saturday,12,2026-03-21T07:23:00+00:00,1,Critical,50,54,0,Escalated,4.76,1,0,kiosk,students report that water is leaking into the walking area in security post while another campus service remains normal near the main entrance to the space at 12:53 case 2746,2026-03-21,10-12,Medium,Medium,0.0,-0.67393,-0.14133,2.0,0.0,31.0
CL-11679,EV-202512-0335,ANON-0553,"today we noticed that charging points are unavailable in CL15-B; without any warning notice, and the condition has become more frequent at 15:23 case 1679",Electrical,Electrical:6,1,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-B,28.62978,77.37254,Monday,15,2025-12-22T09:53:00+00:00,2,High,40,58,1,Verified,4.34,1,0,mobile,today we noticed that charging points are unavailable in cl15-b without any warning notice and the condition has become more frequent at 15:23 case 1679,2025-12-22,2-4,Low,Medium,0.25,-1.18658,0.13974,1.0,0.0,53.0
CL-10117,EV-202508-0023,ANON-0571,"today we noticed that network coverage disappears near the back rows in Basketball Court; the network service is affected, without any warning notice at 13:13 case 117",Network,Network:6,1,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Outdoor,Basketball Court,28.63102,77.37322,Thursday,13,2025-08-14T07:43:00+00:00,2,High,54,39,1,Resolved,5.17,0,0,web,today we noticed that network coverage disappears near the back rows in basketball court the network service is affected without any warning notice at 13:13 case 117,2025-08-14,12-2,Medium,Low,0.25,-0.46886,-1.19534,1.0,1.0,32.0
CL-11659,EV-202512-0331,ANON-0574,"an urgent maintenance check is needed because the lab printer is unavailable to student systems in CR102; and the issue lasts more than ten minutes, after normal troubleshooting was attempted at 10:43 case 1659",Lab Equipment,Lab Equipment:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Saturday,10,2025-12-20T05:13:00+00:00,5,Low,53,44,0,Open,2.39,0,0,mobile,an urgent maintenance check is needed because the lab printer is unavailable to student systems in cr102 and the issue lasts more than ten minutes after normal troubleshooting was attempted at 10:43 case 1659,2025-12-20,8-10,Medium,Low,1.0,-0.52013,-0.844,3.0,2.0,66.33333333333333
CL-12131,EV-202601-0426,ANON-0233,"AN URGENT MAINTENANCE CHECK IS NEEDED BECAUSE VIDEO LECTURES BUFFER ON THE CAMPUS CONNECTION IN ACADEMIC OFFICE; WITHOUT ANY WARNING NOTICE, WITHOUT ANY WARNING NOTICE AT 12:02 CASE 2131   !!!",Network,Network:8,3,JIIT Sector 62,General & Utilities,Administration Block,office,Floor 1,Academic Office,28.62992,77.37334,Wednesday,12,2026-01-28T06:32:00+00:00,2,High,50,51,0,Verified,7.49,1,0,mobile,an urgent maintenance check is needed because video lectures buffer on the campus connection in academic office without any warning notice without any warning notice at 12:02 case 2131,2026-01-28,10-12,Medium,Medium,0.25,-0.67393,-0.35213,2.0,0.0,65.5
CL-11804,EV-202601-0360,ANON-0353,"PLEASE INVESTIGATE BECAUSE THE CAMPUS NETWORK DROPS REPEATEDLY DURING CLASS IN G3; THE NETWORK SERVICE IS AFFECTED, WHILE ANOTHER CAMPUS SERVICE REMAINS NORMAL AT 15:49 CASE 1804   !!!",Network,Network:0,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G3,28.6299,77.37315,Thursday,15,2026-01-01T10:19:00+00:00,4,Low,75,33,1,Resolved,5.48,0,0,kiosk,please investigate because the campus network drops repeatedly during class in g3 the network service is affected while another campus service remains normal at 15:49 case 1804,2026-01-01,2-4,High,Low,0.75,0.60772,-1.61695,2.0,0.0,54.5
CL-12273,EV-202602-0454,ANON-0344,"staff were informed that the writing surface is damaged and difficult to use in FF6; near the main entrance to the space, without any warning notice at 13:08 case 2273",Infrastructure,Infrastructure:5,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 3,FF6,28.6299,77.37315,Monday,13,2026-02-09T07:38:00+00:00,5,Low,90,63,1,Open,6.11,0,0,mobile,staff were informed that the writing surface is damaged and difficult to use in ff6 near the main entrance to the space without any warning notice at 13:08 case 2273,2026-02-09,12-2,High,Medium,1.0,1.3767,0.49108,0.0,0.0,0.0
CL-10357,EV-202509-0071,ANON-0782,"please investigate because parking congestion is blocking access in Reading Hall; campus operations are being disrupted, and the condition has become more frequent at 9:18 case 357",Other,Other:0,0,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Wednesday,9,2025-09-03T03:48:00+00:00,4,Low,67,63,0,Open,8.06,0,0,mobile,please investigate because parking congestion is blocking access in reading hall campus operations are being disrupted and the condition has become more frequent at 9:18 case 357,2025-09-03,8-10,Medium,Medium,0.75,0.19759,0.49108,1.0,0.0,40.0
CL-11283,EV-202511-0256,ANON-0060,"students report that several desks have loose or damaged fittings in CR101; the physical infrastructure needs attention, during a regular teaching period at 12:49 case 1283",Infrastructure,Infrastructure:1,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Wednesday,12,2025-11-19T07:19:00+00:00,2,High,55,45,1,Resolved,5.09,0,0,kiosk,students report that several desks have loose or damaged fittings in cr101 the physical infrastructure needs attention during a regular teaching period at 12:49 case 1283,2025-11-19,10-12,Medium,Low,0.25,-0.4176,-0.77374,1.0,1.0,32.0
CL-12472,EV-202602-0494,ANON-0523,"the current problem is that installed development tools fail to launch in FF6; near the main entrance to the space, while another campus service remains normal at 12:38 case 2472",Lab Equipment,Lab Equipment:4,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 3,FF6,28.6299,77.37315,Thursday,12,2026-02-26T07:08:00+00:00,4,Low,63,71,1,In Progress,4.11,0,0,mobile,the current problem is that installed development tools fail to launch in ff6 near the main entrance to the space while another campus service remains normal at 12:38 case 2472,2026-02-26,10-12,Medium,High,0.75,-0.00747,1.05322,1.0,0.0,62.0
CL-12414,EV-202602-0482,ANON-0034,"please investigate because several systems freeze during compilation in ECE-201; laboratory equipment availability is affected, during a regular teaching period at 11:30 case 2414",Lab Equipment,Lab Equipment:0,0,JIIT Sector 62,Labs & Research,ECE Labs,lab,Floor 2,ECE-201,28.62974,77.37282,Saturday,11,2026-02-21T06:00:00+00:00,1,Critical,47,43,0,Verified,4.54,1,0,kiosk,please investigate because several systems freeze during compilation in ece-201 laboratory equipment availability is affected during a regular teaching period at 11:30 case 2414,2026-02-21,10-12,Medium,Low,0.0,-0.82772,-0.91427,0.0,0.0,0.0
CL-11277,EV-202511-0255,ANON-0659,"for the second time this week water is collecting beneath the dispenser in Washroom 1; the water service needs attention, and staff assistance has been requested at 10:15 case 1277",Water,Water:7,2,JIIT Sector 62,General & Utilities,Washrooms,utility,Floor 1,Washroom 1,28.62982,77.37326,Tuesday,10,2025-11-18T04:45:00+00:00,5,Low,60,64,0,In Progress,4.25,0,0,mobile,for the second time this week water is collecting beneath the dispenser in washroom 1 the water service needs attention and staff assistance has been requested at 10:15 case 1277,2025-11-18,8-10,Medium,Medium,1.0,-0.16127,0.56135,1.0,0.0,17.0
CL-10092,EV-202508-0018,ANON-0228,"an urgent maintenance check is needed because the lab printer is unavailable to student systems in Washroom 1; while another campus service remains normal, and the issue lasts more than ten minutes at 11:08 case 92",Lab Equipment,Lab Equipment:8,3,JIIT Sector 62,General & Utilities,Washrooms,utility,Floor 1,Washroom 1,28.62982,77.37326,Tuesday,11,2025-08-12T05:38:00+00:00,4,Low,77,57,0,Verified,4.14,0,0,mobile,an urgent maintenance check is needed because the lab printer is unavailable to student systems in washroom 1 while another campus service remains normal and the issue lasts more than ten minutes at 11:08 case 92,2025-08-12,10-12,High,Medium,0.75,0.71025,0.06948,0.0,0.0,0.0
CL-12470,EV-202602-0494,ANON-0201,"please investigate because the drinking-water dispenser is empty in Washroom 1; during a regular teaching period, and staff assistance has been requested at 10:11 case 2470",Water,Water:0,0,JIIT Sector 62,General & Utilities,Washrooms,utility,Floor 1,Washroom 1,28.62982,77.37326,Thursday,10,2026-02-26T04:41:00+00:00,1,Critical,57,48,0,In Progress,6.43,1,0,mobile,please investigate because the drinking-water dispenser is empty in washroom 1 during a regular teaching period and staff assistance has been requested at 10:11 case 2470,2026-02-26,8-10,Medium,Low,0.0,-0.31507,-0.56293,2.0,0.0,56.5
CL-12167,EV-202601-0433,ANON-0128,"for the second time this week the device driver is missing from the workstation in Reception; while another campus service remains normal, while the area is moderately occupied at 12:10 case 2167",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,General & Utilities,Administration Block,office,Ground Floor,Reception,28.62992,77.37334,Saturday,12,2026-01-31T06:40:00+00:00,2,High,66,53,0,In Progress,6.95,0,0,mobile,for the second time this week the device driver is missing from the workstation in reception while another campus service remains normal while the area is moderately occupied at 12:10 case 2167,2026-01-31,10-12,Medium,Medium,0.25,0.14632,-0.21159,0.0,0.0,0.0
CL-11567,EV-202512-0313,ANON-0732,"a repeated observation is that a campus service is unavailable without an explanation in ECE-201; and staff assistance has been requested, while the area is moderately occupied at 13:44 case 1567",Other,Other:3,3,JIIT Sector 62,Labs & Research,ECE Labs,lab,Floor 2,ECE-201,28.62974,77.37282,Friday,13,2025-12-12T08:14:00+00:00,1,Critical,61,50,0,Resolved,7.08,1,0,web,a repeated observation is that a campus service is unavailable without an explanation in ece-201 and staff assistance has been requested while the area is moderately occupied at 13:44 case 1567,2025-12-12,12-2,Medium,Low,0.0,-0.11,-0.4224,0.0,0.0,0.0
CL-10346,EV-202509-0069,ANON-0166,"staff were informed that dust and litter remain around the workstations in Reading Hall; this is a hygiene and cleanliness concern, and staff assistance has been requested at 8:12 case 346",Cleanliness,Cleanliness:5,0,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Tuesday,8,2025-09-02T02:42:00+00:00,4,Low,51,36,0,Resolved,7.33,0,0,web,staff were informed that dust and litter remain around the workstations in reading hall this is a hygiene and cleanliness concern and staff assistance has been requested at 8:12 case 346,2025-09-02,8-10,Medium,Low,0.75,-0.62266,-1.40615,1.0,0.0,33.0
CL-11598,EV-202512-0319,ANON-0627,"an urgent maintenance check is needed because the lunch rush is blocking the entrance in ECE-201; and several students are affected, near the main entrance to the space at 12:46 case 1598",Canteen,Canteen:8,3,JIIT Sector 62,Labs & Research,ECE Labs,lab,Floor 2,ECE-201,28.62974,77.37282,Monday,12,2025-12-15T07:16:00+00:00,3,Medium,64,79,0,Open,3.77,0,0,mobile,an urgent maintenance check is needed because the lunch rush is blocking the entrance in ece-201 and several students are affected near the main entrance to the space at 12:46 case 1598,2025-12-15,10-12,Medium,High,0.5,0.04379,1.61537,0.0,0.0,0.0
CL-11271,EV-202511-0254,ANON-0030,"the class representative confirmed that backup power did not activate during an interruption in G2; the electrical supply needs inspection, without any warning notice at 17:52 case 1271",Electrical,Electrical:9,4,JIIT Sector 62,Academic & Teaching,A2/1,academic,Ground Floor,G2,28.6301,77.37255,Tuesday,17,2025-11-18T12:22:00+00:00,2,High,92,60,0,In Progress,5.02,0,0,mobile,the class representative confirmed that backup power did not activate during an interruption in g2 the electrical supply needs inspection without any warning notice at 17:52 case 1271,2025-11-18,4-7,High,Medium,0.25,1.47923,0.28028,1.0,0.0,38.0
CL-10046,EV-202508-0009,ANON-0089,"a repeated observation is that the display cable and wall port need repair in CR425; and several students are affected, and the issue lasts more than ten minutes at 18:39 case 46",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 4,CR425,28.6297,77.3729,Friday,18,2025-08-08T13:09:00+00:00,3,Medium,83,35,0,Resolved,5.33,1,0,mobile,a repeated observation is that the display cable and wall port need repair in cr425 and several students are affected and the issue lasts more than ten minutes at 18:39 case 46,2025-08-08,4-7,High,Low,0.5,1.01784,-1.47641,3.0,0.0,48.666666666666664
CL-12059,EV-202601-0411,ANON-0316,"staff were informed that billing and collection lines are merging into one queue in Counter A; and staff assistance has been requested, and it interrupts scheduled teaching at 15:50 case 2059",Canteen,Canteen:5,0,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Counter A,28.63042,77.37312,Thursday,15,2026-01-22T10:20:00+00:00,2,High,48,50,0,In Progress,7.02,0,0,mobile,staff were informed that billing and collection lines are merging into one queue in counter a and staff assistance has been requested and it interrupts scheduled teaching at 15:50 case 2059,2026-01-22,2-4,Medium,Low,0.25,-0.77646,-0.4224,1.0,0.0,22.0
CL-10827,EV-202510-0165,ANON-0642,"during the latest session the classroom door cannot close safely in FF6; the physical infrastructure needs attention, during a regular teaching period at 10:26 case 827",Infrastructure,Infrastructure:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 3,FF6,28.6299,77.37315,Sunday,10,2025-10-12T04:56:00+00:00,2,High,71,89,0,In Progress,6.98,0,0,mobile,during the latest session the classroom door cannot close safely in ff6 the physical infrastructure needs attention during a regular teaching period at 10:26 case 827,2025-10-12,8-10,High,High,0.25,0.40265,2.31804,2.0,0.0,44.0
