complaint_id,event_id,student_key,complaint_text,category,template_group,evaluation_fold,campus,zone,facility,facility_type,floor,room,latitude,longitude,day_name,hour,observed_at,impact_rating,severity,occupancy_pct,humidity_pct,recurring,status,resolution_hours,has_image,is_seeded_anomaly,source_system
CL-10379,EV-202509-0075,ANON-0191,"during the latest session students are waiting too long for food service in Basketball Court; without any warning notice, while another campus service remains normal at 12:56 case 379",Canteen,Canteen:2,2,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Outdoor,Basketball Court,28.63102,77.37322,Thursday,12,2025-09-04T12:56:00+05:30,4,Low,91.0,41,0,Resolved,6.33,0,0,mobile
CL-10380,EV-202509-0076,ANON-0375,"a repeated observation is that a campus service is unavailable without an explanation in Dining Hall; campus operations are being disrupted, while the area is moderately occupied at 11:20 case 380",Other,Other:3,3,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Dining Hall,28.63042,77.37312,Friday,11,2025-09-05T11:20:00+05:30,4,Low,100.0,59,1,Verified,18.48,0,1,mobile
CL-10381,EV-202509-0076,ANON-0792,"during the latest session students cannot authenticate to the wireless network in G1; the network service is affected, while the area is moderately occupied at 18:49 case 381",Network,Network:2,2,JIIT Sector 62,Academic & Teaching,A2/1,academic,Ground Floor,G1,28.6301,77.37255,Friday,18,2025-09-05T18:49:00+05:30,2,High,50.0,70,1,Verified,6.87,0,0,web
CL-10382,EV-202509-0076,ANON-0465,"please investigate because the campus network drops repeatedly during class in Cooler A; after normal troubleshooting was attempted, during a regular teaching period at 16:59 case 382",Network,Network:0,0,JIIT Sector 62,General & Utilities,Water Points,utility,Ground Floor,Cooler A,28.63005,77.37238,Friday,16,2025-09-05T16:59:00+05:30,2,High,73.0,46,1,Verified,4.05,0,0,web
CL-10383,EV-202509-0076,ANON-0433,"please investigate because the campus network drops repeatedly during class in Visitor Parking; after normal troubleshooting was attempted, without any warning notice at 11:07 case 383",Network,Network:0,0,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Friday,11,2025-09-05T11:07:00+05:30,4,Low,58.0,50,1,Resolved,6.05,0,0,kiosk
CL-10384,EV-202509-0076,ANON-0176,"a repeated observation is that the display cable and wall port need repair in CR201; although nearby rooms remain usable, without any warning notice at 8:09 case 384",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR201,28.6297,77.3729,Friday,8,2025-09-05T08:09:00+05:30,3,Medium,59.0,68,0,Open,6.46,0,0,web
CL-10385,EV-202509-0077,ANON-0197,"staff were informed that an unattended item is obstructing the walkway in G5; campus operations are being disrupted, without any warning notice at 15:22 case 385",Other,Other:5,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Friday,15,2025-09-05T15:22:00+05:30,2,High,64.0,45,1,Escalated,6.25,1,0,mobile
CL-10386,EV-202509-0077,ANON-0025,"a repeated observation is that the display cable and wall port need repair in G5; the physical infrastructure needs attention, while the area is moderately occupied at 16:41 case 386",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Friday,16,2025-09-05T16:41:00+05:30,2,High,82.0,49,0,Escalated,3.44,0,0,kiosk
CL-10387,EV-202509-0077,ANON-0326,"during the latest session the workstation cannot boot for the practical in G2; laboratory equipment availability is affected, near the main entrance to the space at 11:13 case 387",Lab Equipment,Lab Equipment:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Friday,11,2025-09-05T11:13:00+05:30,2,High,72.0,56,0,Resolved,4.12,0,0,web
CL-10388,EV-202509-0077,ANON-0154,"during the latest session a spill has made the floor slippery in Backstage; this is a hygiene and cleanliness concern, and the issue lasts more than ten minutes at 18:13 case 388",Cleanliness,Cleanliness:2,2,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Backstage,28.63016,77.3733,Friday,18,2025-09-05T18:13:00+05:30,4,Low,73.0,47,0,Verified,4.29,0,0,mobile
CL-10389,EV-202509-0077,ANON-0349,"the class representative confirmed that a window latch is broken and requires maintenance in TS18; the physical infrastructure needs attention, after normal troubleshooting was attempted at 17:32 case 389",Infrastructure,Infrastructure:9,4,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Friday,17,2025-09-05T17:32:00+05:30,2,High,94.0,44,0,In Progress,5.86,0,0,mobile
CL-10390,EV-202509-0078,ANON-0059,"a repeated observation is that internet speed falls below a usable level in Reading Hall; the network service is affected, and the condition has become more frequent at 16:06 case 390",Network,Network:3,3,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Friday,16,2025-09-05T16:06:00+05:30,4,Low,48.0,26,0,Resolved,3.44,0,0,mobile
CL-10391,EV-202509-0078,ANON-0050,"a repeated observation is that the queue extends into the walking area in CR102; near the main entrance to the space, while the area is moderately occupied at 15:07 case 391",Canteen,Canteen:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Friday,15,2025-09-05T15:07:00+05:30,1,Critical,72.0,47,1,Verified,7.92,0,0,kiosk
CL-10392,EV-202509-0078,ANON-0378,"please investigate because the campus network drops repeatedly during class in Cooler B; and the issue lasts more than ten minutes, near the main entrance to the space at 18:48 case 392",Network,Network:0,0,JIIT Sector 62,General & Utilities,Water Points,utility,Ground Floor,Cooler B,28.63005,77.37238,Saturday,18,2025-09-06T18:48:00+05:30,3,Medium,51.0,57,0,Resolved,5.34,0,0,web
CL-10393,EV-202509-0078,ANON-0465,"please investigate because the service queue is moving very slowly in Dining Hall; near the main entrance to the space, without any warning notice at 9:51 case 393",Canteen,Canteen:0,0,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Dining Hall,28.63042,77.37312,Saturday,9,2025-09-06T09:51:00+05:30,4,Low,83.0,40,0,In Progress,4.72,0,0,mobile
CL-10394,EV-202509-0078,ANON-0171,"staff were informed that an unattended item is obstructing the walkway in FF6; without any warning notice, and staff assistance has been requested at 10:21 case 394",Other,Other:5,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 3,FF6,28.6299,77.37315,Saturday,10,2025-09-06T10:21:00+05:30,3,Medium,18.0,62,0,Verified,16.94,0,1,web
CL-10395,EV-202509-0079,ANON-0579,"today we noticed that the corridor has a persistent hygiene problem in CL3-B; and staff assistance has been requested, and the condition has become more frequent at 9:26 case 395",Cleanliness,Cleanliness:6,1,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-B,28.62964,77.37261,Saturday,9,2025-09-06T09:26:00+05:30,3,Medium,58.0,62,0,Verified,6.25,1,0,mobile
CL-10396,EV-202509-0079,ANON-0114,"please investigate because the projector loses its input after a few minutes in Billing Counter; the physical infrastructure needs attention, near the main entrance to the space at 15:32 case 396",Infrastructure,Infrastructure:0,0,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Billing Counter,28.63031,77.37298,Saturday,15,2025-09-06T15:32:00+05:30,2,High,33.0,39,1,Escalated,4.19,1,0,mobile
CL-10397,EV-202509-0079,ANON-0767,"staff were informed that the experiment console does not record readings in CL22-B; without any warning notice, and the condition has become more frequent at 10:04 case 397",Lab Equipment,Lab Equipment:5,0,JIIT Sector 62,Labs & Research,CL22,lab,Floor 2,CL22-B,28.62986,77.37266,Saturday,10,2025-09-06T10:04:00+05:30,5,Low,13.0,52,0,Escalated,6.47,1,0,web
CL-10398,EV-202509-0079,ANON-0107,"for the second time this week order processing has stopped at one counter in Dining Hall; after normal troubleshooting was attempted, and the issue lasts more than ten minutes at 12:58 case 398",Canteen,Canteen:7,2,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Dining Hall,28.63042,77.37312,Saturday,12,2025-09-06T12:58:00+05:30,2,High,37.0,67,0,In Progress,5.06,0,0,mobile
CL-10399,EV-202509-0079,ANON-0299,"for the second time this week the wired connection cannot reach institute services in CR101; the network service is affected, near the main entrance to the space at 11:00 case 399",Network,Network:7,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Saturday,11,2025-09-06T11:00:00+05:30,4,Low,100.0,38,0,Verified,4.17,0,0,web
CL-10400,EV-202509-0080,ANON-0401,"FOR THE SECOND TIME THIS WEEK THE HELP DESK IS CLOSED DURING PUBLISHED HOURS IN TS18; AFTER NORMAL TROUBLESHOOTING WAS ATTEMPTED, DURING A REGULAR TEACHING PERIOD AT 17:55 CASE 400   !!!",Other,Other:7,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Saturday,17,2025-09-06T17:55:00+05:30,2,High,77.0,42,0,Verified,4.55,0,0,mobile
CL-10401,EV-202509-0080,ANON-0165,"the current problem is that the access point disconnects users every few minutes in Student Parking; the network service is affected, without any warning notice at 12:09 case 401",Network,Network:4,4,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Saturday,12,2025-09-06T12:09:00+05:30,3,Medium,75.0,55,0,Escalated,6.73,0,0,web
CL-10402,EV-202509-0080,ANON-0244,"please investigate because parking congestion is blocking access in Basketball Court; campus operations are being disrupted, and it interrupts scheduled teaching at 14:24 case 402",Other,Other:0,0,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Outdoor,Basketball Court,28.63102,77.37322,Saturday,14,2025-09-06T14:24:00+05:30,2,High,76.0,71,0,Resolved,7.77,0,0,mobile
CL-10403,EV-202509-0080,ANON-0314,"an urgent maintenance check is needed because standing water is creating an unhygienic patch in Digital Area; and the issue lasts more than ten minutes, and the condition has become more frequent at 8:39 case 403",Cleanliness,Cleanliness:8,3,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Digital Area,28.63002,77.37302,Saturday,8,2025-09-06T08:39:00+05:30,5,Low,50.0,51,0,In Progress,4.79,0,0,mobile
CL-10404,EV-202509-0080,ANON-0277,"students report that several desks have loose or damaged fittings in CL15-B; although nearby rooms remain usable, without any warning notice at 9:53 case 404",Infrastructure,Infrastructure:1,1,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-B,28.62978,77.37254,Sunday,9,2025-09-07T09:53:00+05:30,2,High,77.0,67,1,Verified,6.98,0,0,web
CL-10405,EV-202509-0081,ANON-0473,"students report that several desks have loose or damaged fittings in G6; the physical infrastructure needs attention, and staff assistance has been requested at 10:18 case 405",Infrastructure,Infrastructure:1,1,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G6,28.63024,77.37275,Sunday,10,2025-09-07T10:18:00+05:30,4,Low,90.0,51,0,In Progress,2.39,0,0,web
CL-10406,EV-202509-0081,ANON-0304,"students report that a monitor and keyboard are not detected in Basketball Court; laboratory equipment availability is affected, while another campus service remains normal at 11:44 case 406",Lab Equipment,Lab Equipment:1,1,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Outdoor,Basketball Court,28.63102,77.37322,Sunday,11,2025-09-07T11:44:00+05:30,3,Medium,82.0,64,0,In Progress,4.6,0,0,mobile
CL-10407,EV-202509-0081,ANON-0004,"students report that a monitor and keyboard are not detected in Digital Area; laboratory equipment availability is affected, near the main entrance to the space at 17:08 case 407",Lab Equipment,Lab Equipment:1,1,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Digital Area,28.63002,77.37302,Sunday,17,2025-09-07T17:08:00+05:30,3,Medium,45.0,43,0,Resolved,2.94,0,0,mobile
CL-10408,EV-202509-0081,ANON-0597,"students report that only one billing counter is open during the rush in Washroom G; near the main entrance to the space, near the main entrance to the space at 12:30 case 408",Canteen,Canteen:1,1,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Sunday,12,2025-09-07T12:30:00+05:30,3,Medium,92.0,50,0,Resolved,4.09,1,0,mobile
CL-10409,EV-202509-0081,ANON-0202,"students report that several desks have loose or damaged fittings in Billing Counter; after normal troubleshooting was attempted, and the issue lasts more than ten minutes at 12:40 case 409",Infrastructure,Infrastructure:1,1,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Billing Counter,28.63031,77.37298,Sunday,12,2025-09-07T12:40:00+05:30,2,High,40.0,53,0,Resolved,4.32,1,0,mobile
CL-10410,EV-202509-0082,ANON-0373,"staff were informed that the experiment console does not record readings in H4 Common Room; laboratory equipment availability is affected, while another campus service remains normal at 8:19 case 410",Lab Equipment,Lab Equipment:5,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Ground Floor,H4 Common Room,28.63062,77.37262,Sunday,8,2025-09-07T08:19:00+05:30,4,Low,49.0,70,0,Verified,3.61,1,0,mobile
CL-10411,EV-202509-0082,ANON-0239,"for the second time this week the device driver is missing from the workstation in GH Corridor 1; and the issue lasts more than ten minutes, and several students are affected at 18:54 case 411",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,Hostels,Girls Hostel,hostel,Floor 1,GH Corridor 1,28.63087,77.37294,Sunday,18,2025-09-07T18:54:00+05:30,4,Low,70.0,40,1,Resolved,6.98,0,0,mobile
CL-10412,EV-202509-0082,ANON-0582,"staff were informed that dust and litter remain around the workstations in TS11; while the area is moderately occupied, while another campus service remains normal at 13:00 case 412",Cleanliness,Cleanliness:5,0,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS11,28.6301,77.37255,Sunday,13,2025-09-07T13:00:00+05:30,2,High,77.0,59,0,Resolved,5.13,0,0,mobile
CL-10413,EV-202509-0082,ANON-0708,"a repeated observation is that the display cable and wall port need repair in Main Hall; the physical infrastructure needs attention, and it interrupts scheduled teaching at 13:25 case 413",Cleanliness,Infrastructure:3,3,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Sunday,13,2025-09-07T13:25:00+05:30,2,High,82.0,55,1,Resolved,5.57,0,0,mobile
CL-10414,EV-202509-0082,ANON-0707,"a repeated observation is that a power socket is loose and unsafe in H4 Common Room; during a regular teaching period, and the issue lasts more than ten minutes at 10:23 case 414",Other,Electrical:3,3,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Ground Floor,H4 Common Room,28.63062,77.37262,Sunday,10,2025-09-07T10:23:00+05:30,2,High,97.0,52,0,Resolved,14.62,1,1,mobile
CL-10415,EV-202509-0083,ANON-0279,"please investigate because the service queue is moving very slowly in CR425; the food service operation is affected, and staff assistance has been requested at 17:06 case 415",Canteen,Canteen:0,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 4,CR425,28.6297,77.3729,Sunday,17,2025-09-07T17:06:00+05:30,3,Medium,52.0,64,1,Open,4.61,0,0,kiosk
CL-10416,EV-202509-0083,ANON-0639,"the current problem is that a chair is blocking the aisle because its leg is broken in Main Hall; without any warning notice, near the main entrance to the space at 18:45 case 416",Infrastructure,Infrastructure:4,4,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Monday,18,2025-09-08T18:45:00+05:30,1,Critical,70.0,70,0,Resolved,5.99,0,0,web
CL-10417,EV-202509-0083,ANON-0792,"today we noticed that multiple computers show storage errors in Reading Hall; while the area is moderately occupied, and the issue lasts more than ten minutes at 8:34 case 417",Lab Equipment,Lab Equipment:6,1,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Monday,8,2025-09-08T08:34:00+05:30,5,Low,68.0,32,0,Open,4.21,0,0,kiosk
CL-10418,EV-202509-0083,ANON-0212,"an urgent maintenance check is needed because the lunch rush is blocking the entrance in Food Court; the food service operation is affected, near the main entrance to the space at 13:47 case 418",Canteen,Canteen:8,3,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Food Court,28.63031,77.37298,Monday,13,2025-09-08T13:47:00+05:30,1,Critical,77.0,64,0,Open,7.71,0,0,mobile
CL-10419,EV-202509-0083,ANON-0145,"an urgent maintenance check is needed because a switchboard becomes warm during operation in H5 Corridor 1; near the main entrance to the space, while the area is moderately occupied at 8:20 case 419",Electrical,Electrical:8,3,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Monday,8,2025-09-08T08:20:00+05:30,3,Medium,55.0,72,1,Resolved,9.74,1,0,kiosk
CL-10420,EV-202509-0084,ANON-0687,"an urgent maintenance check is needed because signage for the room is missing in CR201; although nearby rooms remain usable, and the issue lasts more than ten minutes at 18:46 case 420",Infrastructure,Infrastructure:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR201,28.6297,77.3729,Monday,18,2025-09-08T18:46:00+05:30,2,High,99.0,42,0,Open,8.08,0,0,web
CL-10421,EV-202509-0084,ANON-0211,"today we noticed that the corridor has a persistent hygiene problem in Food Court; this is a hygiene and cleanliness concern, and it interrupts scheduled teaching at 12:50 case 421",Infrastructure,Cleanliness:6,1,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Food Court,28.63031,77.37298,Monday,12,2025-09-08T12:50:00+05:30,5,Low,69.0,48,1,Resolved,5.66,0,0,kiosk
CL-10422,EV-202509-0084,ANON-0119,"an urgent maintenance check is needed because video lectures buffer on the campus connection in CS1; during a regular teaching period, after normal troubleshooting was attempted at 14:05 case 422",Network,Network:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS1,28.6299,77.37315,Monday,14,2025-09-08T14:05:00+05:30,2,High,75.0,55,1,In Progress,8.47,0,0,mobile
CL-10423,EV-202509-0084,ANON-0316,"staff were informed that online resources time out during the session in H4 Corridor 2; the network service is affected, while the area is moderately occupied at 10:10 case 423",Network,Network:5,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 2,H4 Corridor 2,28.63062,77.37262,Monday,10,2025-09-08T10:10:00+05:30,2,High,85.0,52,0,Verified,6.29,0,0,mobile
CL-10424,EV-202509-0084,ANON-0010,"today we noticed that the refill indicator has remained empty in TS12; the water service needs attention, while the area is moderately occupied at 14:45 case 424",Other,Water:6,1,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS12,28.6301,77.37255,Monday,14,2025-09-08T14:45:00+05:30,3,Medium,100.0,57,0,Open,4.51,0,0,mobile
CL-10425,EV-202509-0085,ANON-0009,"today we noticed that ceiling plaster appears loose near the entrance in H5 Corridor 2; the physical infrastructure needs attention, while another campus service remains normal at 9:20 case 425",Infrastructure,Infrastructure:6,1,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 2,H5 Corridor 2,28.63075,77.37278,Monday,9,2025-09-08T09:20:00+05:30,2,High,35.0,47,1,Open,5.55,1,0,mobile
CL-10426,EV-202509-0085,ANON-0665,"for the second time this week the lecture-room screen does not lower correctly in G6; and staff assistance has been requested, near the main entrance to the space at 17:11 case 426",Infrastructure,Infrastructure:7,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G6,28.63024,77.37275,Monday,17,2025-09-08T17:11:00+05:30,2,High,65.0,60,1,Verified,5.94,1,0,web
CL-10427,EV-202509-0085,ANON-0164,"students report that the wifi signal is unstable for several devices in G2; the network service is affected, while another campus service remains normal at 13:04 case 427",Network,Network:1,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Monday,13,2025-09-08T13:04:00+05:30,5,Low,57.0,42,0,Open,5.8,0,0,mobile
CL-10428,EV-202509-0085,ANON-0563,"for the second time this week the help desk is closed during published hours in Security Post; campus operations are being disrupted, and staff assistance has been requested at 11:49 case 428",Infrastructure,Other:7,2,JIIT Sector 62,General & Utilities,Main Gate,outdoor,Outdoor,Security Post,28.62938,77.37238,Tuesday,11,2025-09-09T11:49:00+05:30,1,Critical,,34,1,Verified,6.33,0,0,mobile
CL-10429,EV-202509-0085,ANON-0195,"a repeated observation is that the queue extends into the walking area in G1; while another campus service remains normal, and the issue lasts more than ten minutes at 10:22 case 429",Canteen,Canteen:3,3,JIIT Sector 62,Academic & Teaching,A2/1,academic,Ground Floor,G1,28.6301,77.37255,Tuesday,10,2025-09-09T10:22:00+05:30,1,Critical,94.0,49,0,In Progress,8.22,0,0,web
CL-10430,EV-202509-0086,ANON-0629,"please investigate because the campus network drops repeatedly during class in CL22-A; the network service is affected, and it interrupts scheduled teaching at 15:54 case 430",Network,Network:0,0,JIIT Sector 62,Labs & Research,CL22,lab,Floor 2,CL22-A,28.62986,77.37266,Tuesday,15,2025-09-09T15:54:00+05:30,3,Medium,61.0,40,0,Open,3.04,0,0,web
CL-10431,EV-202509-0086,ANON-0490,"the class representative confirmed that waiting time is longer than the scheduled break in CR101; the food service operation is affected, without any warning notice at 13:35 case 431",Canteen,Canteen:9,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Tuesday,13,2025-09-09T13:35:00+05:30,3,Medium,100.0,60,0,Resolved,4.23,0,0,web
CL-10432,EV-202509-0086,ANON-0636,"A REPEATED OBSERVATION IS THAT A POWER SOCKET IS LOOSE AND UNSAFE IN TS17; THE ELECTRICAL SUPPLY NEEDS INSPECTION, AND IT INTERRUPTS SCHEDULED TEACHING AT 8:47 CASE 432   !!!",Electrical,Electrical:3,3,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Tuesday,8,2025-09-09T08:47:00+05:30,1,Critical,45.0,52,0,In Progress,7.38,1,0,web
CL-10433,EV-202509-0086,ANON-0132,"today we noticed that multiple computers show storage errors in CL15-B; laboratory equipment availability is affected, while another campus service remains normal at 13:26 case 433",Lab Equipment,Lab Equipment:6,1,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-B,28.62978,77.37254,Tuesday,13,2025-09-09T13:26:00+05:30,4,Low,55.0,51,0,Verified,6.4,1,0,web
CL-10434,EV-202509-0086,ANON-0296,"please investigate because the ceiling fans are not operating in H4 Corridor 2; the electrical supply needs inspection, near the main entrance to the space at 18:49 case 434",Electrical,Electrical:0,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 2,H4 Corridor 2,28.63062,77.37262,Tuesday,18,2025-09-09T18:49:00+05:30,1,Critical,80.0,30,0,Open,6.22,0,0,kiosk
CL-10435,EV-202509-0087,ANON-0776,"for the second time this week the device driver is missing from the workstation in H5 Corridor 1; after normal troubleshooting was attempted, after normal troubleshooting was attempted at 14:20 case 435",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Tuesday,14,2025-09-09T14:20:00+05:30,3,Medium,64.0,65,0,Verified,2.94,0,0,web
CL-10436,EV-202509-0087,ANON-0635,"a repeated observation is that the queue extends into the walking area in G5; the food service operation is affected, while another campus service remains normal at 18:01 case 436",Canteen,Canteen:3,3,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Tuesday,18,2025-09-09T18:01:00+05:30,2,High,79.0,48,0,Resolved,6.1,0,0,mobile
CL-10437,EV-202509-0087,ANON-0456,"an urgent maintenance check is needed because pedestrian movement is restricted by stored material in Main Hall; campus operations are being disrupted, although nearby rooms remain usable at 11:05 case 437",Other,Other:8,3,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Tuesday,11,2025-09-09T11:05:00+05:30,4,Low,98.0,49,0,Open,6.28,0,0,kiosk
CL-10438,EV-202509-0087,ANON-0722,"the current problem is that the access point disconnects users every few minutes in CL3-A; and the issue lasts more than ten minutes, and the issue lasts more than ten minutes at 18:26 case 438",Network,Network:4,4,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-A,28.62964,77.37261,Tuesday,18,2025-09-09T18:26:00+05:30,1,Critical,40.0,46,1,Resolved,5.61,0,0,web
CL-10439,EV-202509-0087,ANON-0175,"please investigate because the service queue is moving very slowly in Washroom 1; during a regular teaching period, and it interrupts scheduled teaching at 18:45 case 439",Canteen,Canteen:0,0,JIIT Sector 62,General & Utilities,Washrooms,utility,Floor 1,Washroom 1,28.62982,77.37326,Tuesday,18,2025-09-09T18:45:00+05:30,3,Medium,62.0,26,1,Resolved,4.35,0,0,mobile
CL-10440,EV-202509-0088,ANON-0033,"during the latest session the common area is overcrowded in CL3-B; while another campus service remains normal, and several students are affected at 8:17 case 440",Other,Other:2,2,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-B,28.62964,77.37261,Wednesday,8,2025-09-10T08:17:00+05:30,1,Critical,57.0,36,0,Open,6.25,1,0,mobile
CL-10441,EV-202509-0088,ANON-0422,"staff were informed that the writing surface is damaged and difficult to use in TS17; after normal troubleshooting was attempted, near the main entrance to the space at 18:46 case 441",Infrastructure,Infrastructure:5,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Wednesday,18,2025-09-10T18:46:00+05:30,4,Low,43.0,56,1,Verified,6.53,0,0,mobile
CL-10442,EV-202509-0088,ANON-0337,"an urgent maintenance check is needed because the filtration unit shows a service warning in G3; the water service needs attention, and staff assistance has been requested at 15:35 case 442",Water,Water:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G3,28.6299,77.37315,Wednesday,15,2025-09-10T15:35:00+05:30,3,Medium,71.0,48,0,Resolved,5.13,0,0,kiosk
CL-10443,EV-202509-0088,ANON-0659,"a repeated observation is that the wash area needs urgent sanitation in CL15-B; this is a hygiene and cleanliness concern, during a regular teaching period at 18:34 case 443",Cleanliness,Cleanliness:3,3,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-B,28.62978,77.37254,Wednesday,18,2025-09-10T18:34:00+05:30,3,Medium,48.0,63,0,Resolved,4.09,0,0,mobile
CL-10444,EV-202509-0088,ANON-0673,"during the latest session the classroom door cannot close safely in CR201; during a regular teaching period, and the issue lasts more than ten minutes at 13:48 case 444",Infrastructure,Infrastructure:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR201,28.6297,77.3729,Wednesday,13,2025-09-10T13:48:00+05:30,4,Low,91.0,44,0,In Progress,6.58,0,0,web
CL-10445,EV-202509-0089,ANON-0175,"for the second time this week the device driver is missing from the workstation in TS17; laboratory equipment availability is affected, while another campus service remains normal at 9:34 case 445",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Wednesday,9,2025-09-10T09:34:00+05:30,3,Medium,51.0,61,0,Open,8.29,0,0,web
CL-10446,EV-202509-0089,ANON-0077,"during the latest session the common area is overcrowded in Washroom G; campus operations are being disrupted, during a regular teaching period at 13:11 case 446",Other,Other:2,2,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Wednesday,13,2025-09-10T13:11:00+05:30,1,Critical,74.0,50,0,Escalated,5.57,0,0,web
CL-10447,EV-202509-0089,ANON-0380,"students report that the air conditioner stops cooling after midday in Reading Hall; the electrical supply needs inspection, although nearby rooms remain usable at 17:20 case 447",Electrical,Electrical:1,1,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Wednesday,17,2025-09-10T17:20:00+05:30,1,Critical,61.0,63,1,Verified,6.77,0,0,web
