session_id,route,facility,search_term,dwell_seconds,converted_to_report,observed_at
WS-001002,/status,Aryabhatt Bhawan II,parking,74,1,2025-09-15T08:00:00+05:30
WS-001003,/help,Aryabhatt Bhawan II,parking,33,0,2025-09-15T09:00:00+05:30
WS-001004,/help,A2/2,projector,13,0,2025-09-15T04:00:00+05:30
WS-001005,/campus-map,Auditorium,water,28,0,2025-09-15T10:00:00+05:30
WS-001006,/status,H4 Boys Hostel,water,8,0,2025-09-15T13:00:00+05:30
WS-001007,/status,Annapurna / Main Mess,cleaning,14,0,2025-09-15T07:00:00+05:30
WS-001008,/explore,CL1,projector,30,0,2025-09-15T13:00:00+05:30
WS-001009,/status,CL15,queue,16,0,2025-09-15T16:00:00+05:30
WS-001010,/campus-map,Administration Block,wifi,35,0,2025-09-15T13:00:00+05:30
WS-001011,/status,A2/2,wifi,60,0,2025-09-15T13:00:00+05:30
WS-001012,/campus-map,CL15,parking,25,1,2025-09-15T15:00:00+05:30
WS-001013,/explore,H4 Boys Hostel,water,58,0,2025-09-15T17:00:00+05:30
WS-001014,/explore,Aryabhatt Bhawan III,wifi,20,0,2025-09-15T17:00:00+05:30
WS-001015,/help,CL3,projector,15,0,2025-09-15T18:00:00+05:30
WS-001016,/help,CL3,wifi,45,0,2025-09-15T16:00:00+05:30
WS-001017,/report,Water Points,queue,26,0,2025-09-15T22:00:00+05:30
WS-001018,/status,Girls Hostel,wifi,90,0,2025-09-15T19:00:00+05:30
WS-001019,/status,Sports Complex,wifi,64,0,2025-09-15T20:00:00+05:30
WS-001020,/campus-map,Water Points,water,58,0,2025-09-16T00:00:00+05:30
WS-001021,/help,CL3,queue,48,0,2025-09-15T21:00:00+05:30
WS-001022,/status,Aryabhatt Bhawan II,wifi,29,0,2025-09-16T01:00:00+05:30
WS-001023,/report,Girls Hostel,parking,63,1,2025-09-16T03:00:00+05:30
WS-001024,/campus-map,Sports Complex,queue,25,0,2025-09-16T04:00:00+05:30
WS-001025,/campus-map,Washrooms,projector,52,0,2025-09-16T02:00:00+05:30
WS-001026,/help,CL3,projector,68,0,2025-09-16T02:00:00+05:30
WS-001027,/report,ECE Labs,queue,2,0,2025-09-16T05:00:00+05:30
WS-001028,/status,Girls Hostel,parking,30,0,2025-09-16T10:00:00+05:30
WS-001029,/help,H4 Boys Hostel,water,30,0,2025-09-16T06:00:00+05:30
WS-001030,/help,CL22,queue,38,1,2025-09-16T11:00:00+05:30
WS-001031,/explore,Auditorium,parking,59,0,2025-09-16T14:00:00+05:30
WS-001032,/explore,Aryabhatt Bhawan II,water,32,1,2025-09-16T08:00:00+05:30
WS-001033,/explore,Parking,queue,31,0,2025-09-16T09:00:00+05:30
WS-001034,/report,Water Points,wifi,71,0,2025-09-16T16:00:00+05:30
WS-001035,/help,CL1,wifi,57,0,2025-09-16T13:00:00+05:30
WS-001036,/help,CL15,cleaning,58,0,2025-09-16T12:00:00+05:30
WS-001037,/campus-map,Administration Block,wifi,15,0,2025-09-16T19:00:00+05:30
WS-001038,/explore,Aryabhatt Bhawan II,cleaning,36,0,2025-09-16T21:00:00+05:30
WS-001039,/help,H4 Boys Hostel,projector,19,0,2025-09-16T18:00:00+05:30
WS-001040,/campus-map,A2/2,cleaning,92,0,2025-09-16T21:00:00+05:30
WS-001041,/status,H5 Boys Hostel,water,13,0,2025-09-17T00:00:00+05:30
WS-001042,/campus-map,Aryabhatt Bhawan III,water,62,0,2025-09-16T22:00:00+05:30
WS-001043,/campus-map,ECE Labs,cleaning,73,1,2025-09-16T22:00:00+05:30
WS-001044,/help,LRC,parking,15,1,2025-09-16T21:00:00+05:30
WS-001045,/campus-map,Annapurna / Main Mess,water,26,0,2025-09-17T02:00:00+05:30
WS-001046,/help,Aryabhatt Bhawan II,lab,82,0,2025-09-17T03:00:00+05:30
WS-001047,/report,Aryabhatt Bhawan II,lab,40,0,2025-09-17T06:00:00+05:30
WS-001048,/campus-map,Parking,projector,78,0,2025-09-17T07:00:00+05:30
WS-001049,/campus-map,A2/1,projector,58,0,2025-09-17T06:00:00+05:30
WS-001050,/status,H4 Boys Hostel,queue,43,0,2025-09-17T06:00:00+05:30
WS-001051,/campus-map,Main Gate,queue,19,0,2025-09-17T08:00:00+05:30
WS-001052,/explore,A2/2,parking,64,0,2025-09-17T11:00:00+05:30
WS-001053,/campus-map,ECE Labs,water,54,0,2025-09-17T12:00:00+05:30
WS-001054,/help,H4 Boys Hostel,queue,15,0,2025-09-17T06:00:00+05:30
WS-001055,/campus-map,Parking,parking,58,1,2025-09-17T07:00:00+05:30
WS-001056,/campus-map,H5 Boys Hostel,wifi,22,0,2025-09-17T10:00:00+05:30
WS-001057,/help,H5 Boys Hostel,projector,24,0,2025-09-17T10:00:00+05:30
WS-001058,/explore,H4 Boys Hostel,water,30,0,2025-09-17T10:00:00+05:30
WS-001059,/explore,Parking,cleaning,29,0,2025-09-17T15:00:00+05:30
WS-001060,/explore,Water Points,projector,30,0,2025-09-17T12:00:00+05:30
WS-001061,/help,Girls Hostel,queue,31,0,2025-09-17T14:00:00+05:30
WS-001062,/report,Auditorium,water,10,0,2025-09-17T14:00:00+05:30
WS-001063,/status,A2/1,projector,24,1,2025-09-17T22:00:00+05:30
WS-001064,/explore,A2/2,parking,8,1,2025-09-17T20:00:00+05:30
WS-001065,/status,CL1,queue,26,0,2025-09-17T21:00:00+05:30
WS-001066,/status,CL15,parking,22,0,2025-09-17T20:00:00+05:30
WS-001067,/explore,Parking,water,16,0,2025-09-17T19:00:00+05:30
WS-001068,/campus-map,A2/1,water,25,0,2025-09-18T03:00:00+05:30
WS-001069,/campus-map,CL1,projector,100,0,2025-09-18T04:00:00+05:30
WS-001070,/campus-map,CL15,cleaning,19,0,2025-09-17T23:00:00+05:30
WS-001071,/explore,H4 Boys Hostel,projector,36,0,2025-09-18T04:00:00+05:30
WS-001072,/report,Aryabhatt Bhawan II,cleaning,46,0,2025-09-18T06:00:00+05:30
WS-001073,/campus-map,Aryabhatt Bhawan II,parking,14,1,2025-09-18T05:00:00+05:30
WS-001074,/explore,Aryabhatt Bhawan II,water,77,0,2025-09-18T04:00:00+05:30
WS-001075,/status,Auditorium,parking,64,1,2025-09-18T08:00:00+05:30
WS-001076,/help,A2/2,cleaning,68,0,2025-09-18T04:00:00+05:30
WS-001077,/help,Main Gate,water,24,1,2025-09-18T11:00:00+05:30
WS-001078,/help,ECE Labs,queue,130,0,2025-09-18T07:00:00+05:30
WS-001079,/explore,Aryabhatt Bhawan II,projector,33,0,2025-09-18T11:00:00+05:30
WS-001080,/status,Administration Block,parking,23,0,2025-09-18T10:00:00+05:30
WS-001081,/campus-map,A2/1,queue,22,0,2025-09-18T12:00:00+05:30
WS-001082,/report,CL22,lab,44,1,2025-09-18T10:00:00+05:30
WS-001083,/campus-map,Washrooms,queue,20,0,2025-09-18T18:00:00+05:30
WS-001084,/report,Aryabhatt Bhawan II,cleaning,78,0,2025-09-18T17:00:00+05:30
WS-001085,/campus-map,Annapurna / Main Mess,cleaning,10,0,2025-09-18T16:00:00+05:30
WS-001086,/help,ECE Labs,parking,30,1,2025-09-18T14:00:00+05:30
WS-001087,/campus-map,Water Points,wifi,25,0,2025-09-18T16:00:00+05:30
WS-001088,/help,ECE Labs,cleaning,85,0,2025-09-18T21:00:00+05:30
WS-001089,/campus-map,Aryabhatt Bhawan II,water,95,0,2025-09-18T19:00:00+05:30
WS-001090,/help,Parking,parking,43,1,2025-09-18T18:00:00+05:30
WS-001091,/report,H5 Boys Hostel,lab,15,1,2025-09-18T23:00:00+05:30
WS-001092,/report,Parking,parking,21,1,2025-09-19T03:00:00+05:30
WS-001093,/campus-map,Sports Complex,projector,30,0,2025-09-19T00:00:00+05:30
WS-001094,/report,Sports Complex,parking,21,0,2025-09-19T00:00:00+05:30
WS-001095,/campus-map,Water Points,parking,37,0,2025-09-19T00:00:00+05:30
WS-001096,/campus-map,CL22,lab,16,0,2025-09-19T04:00:00+05:30
WS-001097,/explore,A2/2,projector,57,0,2025-09-19T02:00:00+05:30
WS-001098,/campus-map,ECE Labs,lab,39,0,2025-09-19T06:00:00+05:30
WS-001099,/help,H4 Boys Hostel,queue,36,1,2025-09-19T10:00:00+05:30
WS-001100,/explore,Aryabhatt Bhawan II,queue,80,0,2025-09-19T04:00:00+05:30
WS-001101,/report,CL1,parking,72,0,2025-09-19T12:00:00+05:30
WS-001102,/help,A2/1,wifi,100,0,2025-09-19T08:00:00+05:30
WS-001103,/report,Administration Block,cleaning,23,0,2025-09-19T07:00:00+05:30
WS-001104,/explore,Girls Hostel,projector,89,1,2025-09-19T13:00:00+05:30
WS-001105,/explore,Aryabhatt Bhawan II,water,41,0,2025-09-19T12:00:00+05:30
WS-001106,/campus-map,A2/2,cleaning,43,0,2025-09-19T12:00:00+05:30
WS-001107,/help,Main Gate,cleaning,76,0,2025-09-19T13:00:00+05:30
WS-001108,/status,Water Points,projector,43,0,2025-09-19T12:00:00+05:30
WS-001109,/help,CL22,wifi,15,0,2025-09-19T16:00:00+05:30
WS-001110,/explore,Aryabhatt Bhawan III,water,62,0,2025-09-19T14:00:00+05:30
WS-001111,/report,A2/1,water,33,0,2025-09-19T20:00:00+05:30
WS-001112,/report,Cafeteria / Canteen,parking,39,1,2025-09-19T23:00:00+05:30
WS-001113,/explore,Aryabhatt Bhawan II,lab,38,0,2025-09-20T00:00:00+05:30
WS-001114,/status,CL3,projector,28,0,2025-09-20T00:00:00+05:30
WS-001115,/campus-map,Cafeteria / Canteen,water,8,0,2025-09-20T00:00:00+05:30
WS-001116,/status,Main Gate,parking,56,1,2025-09-19T22:00:00+05:30
WS-001117,/status,Parking,wifi,22,0,2025-09-20T02:00:00+05:30
WS-001118,/campus-map,A2/1,wifi,41,0,2025-09-19T23:00:00+05:30
WS-001119,/campus-map,H4 Boys Hostel,lab,87,0,2025-09-20T05:00:00+05:30
WS-001120,/explore,Sports Complex,lab,49,0,2025-09-20T07:00:00+05:30
WS-001121,/report,Aryabhatt Bhawan II,water,18,0,2025-09-20T08:00:00+05:30
WS-001122,/campus-map,Aryabhatt Bhawan II,queue,47,0,2025-09-20T07:00:00+05:30
WS-001123,/campus-map,H5 Boys Hostel,projector,81,0,2025-09-20T06:00:00+05:30
WS-001124,/status,CL3,projector,81,0,2025-09-20T08:00:00+05:30
WS-001125,/report,Girls Hostel,wifi,15,1,2025-09-20T11:00:00+05:30
WS-001126,/explore,Aryabhatt Bhawan II,wifi,36,0,2025-09-20T07:00:00+05:30
WS-001127,/campus-map,Aryabhatt Bhawan II,water,118,0,2025-09-20T13:00:00+05:30
WS-001128,/report,H5 Boys Hostel,water,18,0,2025-09-20T13:00:00+05:30
WS-001129,/help,CL15,wifi,10,1,2025-09-20T09:00:00+05:30
WS-001130,/report,Aryabhatt Bhawan III,lab,49,1,2025-09-20T16:00:00+05:30
WS-001131,/report,H4 Boys Hostel,parking,39,0,2025-09-20T17:00:00+05:30
WS-001132,/campus-map,Main Gate,cleaning,40,0,2025-09-20T13:00:00+05:30
WS-001133,/explore,H4 Boys Hostel,lab,27,0,2025-09-20T14:00:00+05:30
WS-001134,/campus-map,LRC,wifi,83,0,2025-09-20T17:00:00+05:30
WS-001135,/explore,Aryabhatt Bhawan II,cleaning,16,0,2025-09-20T20:00:00+05:30
WS-001136,/explore,Washrooms,lab,46,0,2025-09-20T17:00:00+05:30
WS-001137,/status,Parking,water,55,0,2025-09-20T23:00:00+05:30
WS-001138,/help,A2/1,water,41,0,2025-09-21T01:00:00+05:30
WS-001139,/help,Main Gate,parking,59,0,2025-09-20T23:00:00+05:30
WS-001140,/campus-map,Washrooms,cleaning,19,0,2025-09-20T21:00:00+05:30
WS-001141,/campus-map,Aryabhatt Bhawan II,cleaning,48,0,2025-09-21T03:00:00+05:30
WS-001142,/campus-map,Washrooms,lab,58,0,2025-09-21T01:00:00+05:30
WS-001143,/campus-map,Washrooms,projector,12,0,2025-09-21T00:00:00+05:30
WS-001144,/campus-map,Annapurna / Main Mess,queue,70,0,2025-09-21T01:00:00+05:30
WS-001145,/campus-map,A2/1,wifi,12,0,2025-09-21T03:00:00+05:30
WS-001146,/explore,H5 Boys Hostel,parking,53,0,2025-09-21T03:00:00+05:30
WS-001147,/campus-map,CL3,projector,32,0,2025-09-21T04:00:00+05:30
WS-001148,/report,Main Gate,cleaning,75,0,2025-09-21T05:00:00+05:30
WS-001149,/explore,CL22,cleaning,39,0,2025-09-21T11:00:00+05:30
WS-001150,/campus-map,Administration Block,wifi,6,0,2025-09-21T08:00:00+05:30
WS-001151,/status,H5 Boys Hostel,cleaning,39,0,2025-09-21T13:00:00+05:30
WS-001152,/explore,A2/1,water,58,0,2025-09-21T10:00:00+05:30
WS-001153,/status,LRC,water,58,0,2025-09-21T15:00:00+05:30
WS-001154,/campus-map,CL15,parking,31,0,2025-09-21T14:00:00+05:30
WS-001155,/explore,Aryabhatt Bhawan II,cleaning,61,0,2025-09-21T13:00:00+05:30
WS-001156,/campus-map,Administration Block,water,10,0,2025-09-21T13:00:00+05:30
WS-001157,/help,Main Gate,parking,38,0,2025-09-21T15:00:00+05:30
WS-001158,/explore,A2/1,projector,11,0,2025-09-21T19:00:00+05:30
WS-001159,/report,Parking,wifi,18,0,2025-09-21T17:00:00+05:30
WS-001160,/campus-map,Water Points,wifi,41,0,2025-09-21T16:00:00+05:30
WS-001161,/campus-map,Annapurna / Main Mess,queue,29,0,2025-09-21T23:00:00+05:30
WS-001162,/report,CL22,wifi,64,0,2025-09-22T01:00:00+05:30
WS-001163,/campus-map,Cafeteria / Canteen,water,28,0,2025-09-21T19:00:00+05:30
WS-001164,/help,Annapurna / Main Mess,parking,61,0,2025-09-21T22:00:00+05:30
WS-001165,/status,Annapurna / Main Mess,water,99,0,2025-09-22T02:00:00+05:30
WS-001166,/campus-map,CL3,wifi,86,1,2025-09-22T05:00:00+05:30
WS-001167,/report,Auditorium,parking,33,0,2025-09-22T01:00:00+05:30
WS-001168,/explore,Aryabhatt Bhawan II,projector,36,0,2025-09-22T06:00:00+05:30
WS-001169,/status,Aryabhatt Bhawan III,water,13,1,2025-09-22T03:00:00+05:30
WS-001170,/help,LRC,lab,32,0,2025-09-22T07:00:00+05:30
WS-001171,/help,A2/1,projector,17,1,2025-09-22T05:00:00+05:30
WS-001172,/status,CL22,wifi,105,0,2025-09-22T09:00:00+05:30
WS-001173,/help,LRC,water,13,1,2025-09-22T10:00:00+05:30
WS-001174,/status,A2/2,water,83,0,2025-09-22T06:00:00+05:30
WS-001175,/explore,Aryabhatt Bhawan III,lab,110,1,2025-09-22T08:00:00+05:30
WS-001176,/report,Sports Complex,queue,85,0,2025-09-22T10:00:00+05:30
WS-001177,/status,A2/2,water,38,0,2025-09-22T15:00:00+05:30
WS-001178,/status,CL3,water,53,0,2025-09-22T17:00:00+05:30
WS-001179,/help,H4 Boys Hostel,water,106,0,2025-09-22T11:00:00+05:30
WS-001180,/help,Main Gate,projector,52,0,2025-09-22T12:00:00+05:30
WS-001181,/help,Aryabhatt Bhawan III,water,9,0,2025-09-22T19:00:00+05:30
WS-001182,/status,Main Gate,lab,61,0,2025-09-22T19:00:00+05:30
WS-001183,/explore,Aryabhatt Bhawan II,queue,14,0,2025-09-22T19:00:00+05:30
WS-001184,/explore,Parking,water,24,0,2025-09-22T17:00:00+05:30
WS-001185,/report,Washrooms,parking,68,0,2025-09-22T20:00:00+05:30
WS-001186,/help,Aryabhatt Bhawan III,projector,33,0,2025-09-22T19:00:00+05:30
WS-001187,/status,A2/1,water,53,0,2025-09-23T01:00:00+05:30
WS-001188,/status,CL1,parking,99,0,2025-09-22T21:00:00+05:30
WS-001189,/report,H5 Boys Hostel,projector,8,1,2025-09-23T02:00:00+05:30
WS-001190,/status,Annapurna / Main Mess,parking,101,0,2025-09-23T01:00:00+05:30
WS-001191,/report,Aryabhatt Bhawan III,cleaning,32,1,2025-09-23T02:00:00+05:30
WS-001192,/campus-map,Aryabhatt Bhawan III,lab,55,0,2025-09-23T05:00:00+05:30
WS-001193,/status,Water Points,water,34,0,2025-09-23T04:00:00+05:30
WS-001194,/status,Administration Block,cleaning,41,0,2025-09-23T08:00:00+05:30
WS-001195,/report,Aryabhatt Bhawan III,lab,14,0,2025-09-23T06:00:00+05:30
WS-001196,/campus-map,A2/1,projector,98,1,2025-09-23T07:00:00+05:30
WS-001197,/campus-map,Auditorium,water,21,0,2025-09-23T07:00:00+05:30
WS-001198,/explore,CL22,lab,70,0,2025-09-23T11:00:00+05:30
WS-001199,/help,CL1,queue,23,1,2025-09-23T08:00:00+05:30
WS-001200,/report,A2/2,lab,96,0,2025-09-23T14:00:00+05:30
WS-001201,/explore,Parking,lab,47,0,2025-09-23T10:00:00+05:30
WS-001202,/status,H5 Boys Hostel,parking,17,0,2025-09-23T17:00:00+05:30
WS-001203,/campus-map,H4 Boys Hostel,parking,47,0,2025-09-23T18:00:00+05:30
WS-001204,/campus-map,A2/1,wifi,17,0,2025-09-23T12:00:00+05:30
WS-001205,/explore,Sports Complex,parking,51,0,2025-09-23T13:00:00+05:30
WS-001206,/status,H5 Boys Hostel,lab,7,0,2025-09-23T15:00:00+05:30
WS-001207,/help,Aryabhatt Bhawan III,water,44,1,2025-09-23T21:00:00+05:30
WS-001208,/explore,H4 Boys Hostel,lab,118,0,2025-09-23T22:00:00+05:30
WS-001209,/report,ECE Labs,cleaning,68,0,2025-09-23T23:00:00+05:30
WS-001210,/status,H4 Boys Hostel,cleaning,44,0,2025-09-23T18:00:00+05:30
WS-001211,/help,Sports Complex,wifi,51,0,2025-09-24T02:00:00+05:30
WS-001212,/help,A2/1,cleaning,24,0,2025-09-24T03:00:00+05:30
WS-001213,/help,LRC,projector,29,0,2025-09-24T00:00:00+05:30
WS-001214,/status,Annapurna / Main Mess,wifi,110,1,2025-09-24T04:00:00+05:30
WS-001215,/help,A2/1,cleaning,40,0,2025-09-24T01:00:00+05:30
WS-001216,/help,Aryabhatt Bhawan II,parking,39,0,2025-09-24T04:00:00+05:30
WS-001217,/report,Aryabhatt Bhawan III,wifi,72,1,2025-09-24T04:00:00+05:30
WS-001218,/help,Auditorium,parking,36,1,2025-09-24T08:00:00+05:30
WS-001219,/report,Washrooms,water,91,0,2025-09-24T03:00:00+05:30
WS-001220,/help,CL3,water,30,0,2025-09-24T09:00:00+05:30
WS-001221,/explore,Sports Complex,cleaning,87,0,2025-09-24T07:00:00+05:30
WS-001222,/campus-map,Parking,cleaning,36,0,2025-09-24T12:00:00+05:30
WS-001223,/report,Aryabhatt Bhawan II,wifi,25,0,2025-09-24T11:00:00+05:30
WS-001224,/status,CL3,projector,15,0,2025-09-24T14:00:00+05:30
WS-001225,/explore,Aryabhatt Bhawan III,parking,50,0,2025-09-24T10:00:00+05:30
WS-001226,/status,A2/1,water,127,0,2025-09-24T11:00:00+05:30
WS-001227,/status,Parking,cleaning,69,0,2025-09-24T14:00:00+05:30
WS-001228,/help,Parking,lab,43,0,2025-09-24T19:00:00+05:30
WS-001229,/status,A2/1,queue,21,0,2025-09-24T19:00:00+05:30
WS-001230,/explore,Washrooms,lab,75,0,2025-09-24T14:00:00+05:30
WS-001231,/status,Administration Block,water,22,0,2025-09-24T15:00:00+05:30
WS-001232,/report,Aryabhatt Bhawan III,cleaning,37,0,2025-09-24T16:00:00+05:30
WS-001233,/report,A2/1,wifi,35,0,2025-09-24T21:00:00+05:30
WS-001234,/explore,H5 Boys Hostel,projector,131,0,2025-09-24T21:00:00+05:30
WS-001235,/explore,Main Gate,water,24,0,2025-09-25T02:00:00+05:30
WS-001236,/report,LRC,parking,20,0,2025-09-24T23:00:00+05:30
WS-001237,/explore,Aryabhatt Bhawan II,water,136,0,2025-09-25T03:00:00+05:30
WS-001238,/campus-map,Annapurna / Main Mess,queue,100,0,2025-09-25T00:00:00+05:30
WS-001239,/report,LRC,parking,43,1,2025-09-25T02:00:00+05:30
WS-001240,/status,Girls Hostel,projector,48,0,2025-09-25T06:00:00+05:30
WS-001241,/explore,A2/2,wifi,44,0,2025-09-25T04:00:00+05:30
WS-001242,/explore,Aryabhatt Bhawan III,projector,22,0,2025-09-25T09:00:00+05:30
WS-001243,/report,CL1,projector,39,0,2025-09-25T10:00:00+05:30
WS-001244,/report,ECE Labs,cleaning,47,1,2025-09-25T07:00:00+05:30
WS-001245,/status,Girls Hostel,cleaning,30,0,2025-09-25T10:00:00+05:30
WS-001246,/explore,Cafeteria / Canteen,cleaning,33,0,2025-09-25T12:00:00+05:30
WS-001247,/report,LRC,parking,16,0,2025-09-25T07:00:00+05:30
WS-001248,/report,Aryabhatt Bhawan III,parking,22,0,2025-09-25T08:00:00+05:30
WS-001249,/campus-map,Aryabhatt Bhawan II,parking,51,0,2025-09-25T15:00:00+05:30
WS-001250,/help,A2/1,queue,57,0,2025-09-25T13:00:00+05:30
WS-001251,/explore,H4 Boys Hostel,parking,89,0,2025-09-25T11:00:00+05:30
WS-001252,/report,Aryabhatt Bhawan II,projector,31,0,2025-09-25T17:00:00+05:30
WS-001253,/explore,A2/2,wifi,22,0,2025-09-25T16:00:00+05:30
WS-001254,/help,Aryabhatt Bhawan II,water,17,0,2025-09-25T20:00:00+05:30
WS-001255,/campus-map,Water Points,projector,98,0,2025-09-25T17:00:00+05:30
WS-001256,/help,Aryabhatt Bhawan III,projector,20,0,2025-09-25T17:00:00+05:30
WS-001257,/status,Aryabhatt Bhawan II,lab,6,0,2025-09-25T23:00:00+05:30
WS-001258,/explore,Administration Block,projector,29,0,2025-09-25T22:00:00+05:30
WS-001259,/explore,A2/1,queue,41,0,2025-09-25T23:00:00+05:30
WS-001260,/report,CL1,cleaning,53,0,2025-09-26T00:00:00+05:30
WS-001261,/explore,Girls Hostel,wifi,24,0,2025-09-25T22:00:00+05:30
WS-001262,/status,Aryabhatt Bhawan III,queue,15,0,2025-09-25T22:00:00+05:30
WS-001263,/help,ECE Labs,projector,9,0,2025-09-26T03:00:00+05:30
WS-001264,/status,CL3,wifi,26,1,2025-09-26T00:00:00+05:30
WS-001265,/status,Aryabhatt Bhawan II,parking,13,0,2025-09-26T03:00:00+05:30
WS-001266,/campus-map,Aryabhatt Bhawan III,projector,35,0,2025-09-26T03:00:00+05:30
WS-001267,/explore,Sports Complex,water,65,0,2025-09-26T07:00:00+05:30
WS-001268,/report,H4 Boys Hostel,queue,18,0,2025-09-26T04:00:00+05:30
WS-001269,/status,CL3,parking,48,1,2025-09-26T11:00:00+05:30
WS-001270,/explore,Sports Complex,water,29,0,2025-09-26T12:00:00+05:30
WS-001271,/explore,CL1,cleaning,30,0,2025-09-26T10:00:00+05:30
WS-001272,/report,CL15,wifi,16,0,2025-09-26T11:00:00+05:30
WS-001273,/status,Aryabhatt Bhawan II,parking,24,0,2025-09-26T10:00:00+05:30
WS-001274,/explore,LRC,lab,15,1,2025-09-26T10:00:00+05:30
WS-001275,/report,LRC,projector,6,0,2025-09-26T15:00:00+05:30
WS-001276,/help,Aryabhatt Bhawan II,queue,20,1,2025-09-26T13:00:00+05:30
WS-001277,/help,Aryabhatt Bhawan II,projector,49,0,2025-09-26T16:00:00+05:30
WS-001278,/report,Auditorium,cleaning,45,0,2025-09-26T21:00:00+05:30
WS-001279,/help,Aryabhatt Bhawan II,lab,19,0,2025-09-26T18:00:00+05:30
WS-001280,/campus-map,Cafeteria / Canteen,wifi,86,0,2025-09-26T21:00:00+05:30
WS-001281,/report,Aryabhatt Bhawan II,projector,26,0,2025-09-26T18:00:00+05:30
WS-001282,/status,CL1,water,33,0,2025-09-26T23:00:00+05:30
WS-001283,/campus-map,Parking,lab,18,0,2025-09-26T23:00:00+05:30
WS-001284,/status,LRC,cleaning,30,0,2025-09-27T03:00:00+05:30
WS-001285,/report,Annapurna / Main Mess,parking,15,1,2025-09-27T01:00:00+05:30
WS-001286,/explore,CL3,projector,113,1,2025-09-27T02:00:00+05:30
WS-001287,/explore,Auditorium,wifi,18,0,2025-09-27T04:00:00+05:30
WS-001288,/explore,Main Gate,queue,31,0,2025-09-27T01:00:00+05:30
WS-001289,/explore,Sports Complex,cleaning,15,0,2025-09-27T01:00:00+05:30
WS-001290,/report,CL15,water,86,0,2025-09-27T03:00:00+05:30
WS-001291,/help,Main Gate,projector,27,0,2025-09-27T05:00:00+05:30
WS-001292,/help,H5 Boys Hostel,cleaning,67,0,2025-09-27T07:00:00+05:30
WS-001293,/campus-map,Aryabhatt Bhawan II,wifi,40,0,2025-09-27T06:00:00+05:30
WS-001294,/report,LRC,parking,74,0,2025-09-27T08:00:00+05:30
WS-001295,/report,Annapurna / Main Mess,cleaning,61,0,2025-09-27T08:00:00+05:30
WS-001296,/status,Cafeteria / Canteen,queue,13,0,2025-09-27T15:00:00+05:30
WS-001297,/help,A2/1,projector,45,0,2025-09-27T15:00:00+05:30
WS-001298,/explore,LRC,projector,37,1,2025-09-27T12:00:00+05:30
WS-001299,/help,Parking,wifi,28,0,2025-09-27T15:00:00+05:30
WS-001300,/explore,H5 Boys Hostel,parking,22,1,2025-09-27T13:00:00+05:30
WS-001301,/campus-map,Washrooms,queue,27,1,2025-09-27T13:00:00+05:30
WS-001302,/explore,Cafeteria / Canteen,lab,75,0,2025-09-27T21:00:00+05:30
WS-001303,/help,A2/2,parking,27,1,2025-09-27T15:00:00+05:30
WS-001304,/status,Aryabhatt Bhawan II,parking,8,0,2025-09-27T21:00:00+05:30
WS-001305,/campus-map,A2/2,queue,38,1,2025-09-27T21:00:00+05:30
WS-001306,/explore,Aryabhatt Bhawan III,projector,82,0,2025-09-27T20:00:00+05:30
WS-001307,/help,Annapurna / Main Mess,parking,61,0,2025-09-28T00:00:00+05:30
WS-001308,/explore,CL1,parking,19,0,2025-09-27T23:00:00+05:30
WS-001309,/campus-map,CL22,lab,17,0,2025-09-27T22:00:00+05:30
WS-001310,/report,A2/2,projector,107,0,2025-09-27T22:00:00+05:30
WS-001311,/help,ECE Labs,parking,31,0,2025-09-28T01:00:00+05:30
WS-001312,/help,CL1,cleaning,31,0,2025-09-28T00:00:00+05:30
WS-001313,/help,H5 Boys Hostel,cleaning,22,0,2025-09-28T07:00:00+05:30
WS-001314,/help,Auditorium,parking,16,0,2025-09-28T08:00:00+05:30
WS-001315,/help,Administration Block,projector,76,0,2025-09-28T10:00:00+05:30
WS-001316,/explore,CL1,queue,55,0,2025-09-28T08:00:00+05:30
WS-001317,/status,H5 Boys Hostel,queue,44,0,2025-09-28T10:00:00+05:30
WS-001318,/explore,Aryabhatt Bhawan II,lab,42,0,2025-09-28T13:00:00+05:30
WS-001319,/help,Cafeteria / Canteen,wifi,26,1,2025-09-28T07:00:00+05:30
WS-001320,/report,Girls Hostel,water,39,0,2025-09-28T09:00:00+05:30
WS-001321,/status,A2/2,cleaning,23,0,2025-09-28T16:00:00+05:30
WS-001322,/campus-map,Sports Complex,parking,24,0,2025-09-28T10:00:00+05:30
WS-001323,/report,A2/2,water,11,0,2025-09-28T17:00:00+05:30
WS-001324,/status,Main Gate,parking,37,0,2025-09-28T15:00:00+05:30
WS-001325,/explore,Main Gate,parking,68,1,2025-09-28T13:00:00+05:30
WS-001326,/campus-map,CL22,wifi,56,0,2025-09-28T18:00:00+05:30
WS-001327,/help,Aryabhatt Bhawan III,lab,55,1,2025-09-28T18:00:00+05:30
WS-001328,/campus-map,A2/1,wifi,25,0,2025-09-28T20:00:00+05:30
WS-001329,/report,CL3,wifi,67,0,2025-09-28T21:00:00+05:30
WS-001330,/report,CL1,projector,32,0,2025-09-28T19:00:00+05:30
WS-001331,/status,Main Gate,cleaning,31,0,2025-09-28T19:00:00+05:30
WS-001332,/report,CL1,parking,121,0,2025-09-28T23:00:00+05:30
WS-001333,/status,Aryabhatt Bhawan III,projector,88,0,2025-09-28T21:00:00+05:30
